s	label	match
<https://w3id.org/geochem/1.0/mingroup/53391>	Dioctahedral mica	<https://www.mindat.org/1:1:53391:1>
gcmin:diopside	Diopside	<https://www.mindat.org/1:1:1294:8>
gcmin:dioptase	Dioptase	<https://www.mindat.org/1:1:1295:5>
gcmin:dioskouriite	Dioskouriite	<https://www.mindat.org/1:1:47598:1>
gcmin:direnzoite	Direnzoite	<https://www.mindat.org/1:1:31408:8>
gcmin:dissakisite-ce	Dissakisite-(Ce)	<https://www.mindat.org/1:1:1296:2>
gcmin:dissakisite-la	Dissakisite-(La)	<https://www.mindat.org/1:1:27401:8>
gcmin:disulfodadsonite	Disulfodadsonite	<https://www.mindat.org/1:1:42857:6>
gcmin:dittmarite	Dittmarite	<https://www.mindat.org/1:1:1297:9>
gcmin:diversilite-ce	Diversilite-(Ce)	<https://www.mindat.org/1:1:11518:6>
gcmin:dixenite	Dixenite	<https://www.mindat.org/1:1:1298:6>
gcmin:djerfisherite	Djerfisherite	<https://www.mindat.org/1:1:1299:3>
<https://w3id.org/geochem/1.0/mingroup/42220>	Djerfisherite Group	<https://www.mindat.org/1:1:42220:8>
gcmin:djurleite	Djurleite	<https://www.mindat.org/1:1:1300:6>
gcmin:dmisteinbergite	Dmisteinbergite	<https://www.mindat.org/1:1:1301:3>
gcmin:dokuchaevite	Dokuchaevite	<https://www.mindat.org/1:1:52762:8>
gcmin:dolerophanite	Dolerophanite	<https://www.mindat.org/1:1:1302:0>
<https://w3id.org/geochem/1.0/mingroup/46224>	Dollaseite Group	<https://www.mindat.org/1:1:46224:2>
gcmin:dollaseite-ce	Dollaseite-(Ce)	<https://www.mindat.org/1:1:1303:7>
gcmin:dolomite	Dolomite	<https://www.mindat.org/1:1:1304:4>
<https://w3id.org/geochem/1.0/mingroup/29288>	Dolomite Group	<https://www.mindat.org/1:1:29288:3>
gcmin:doloresite	Doloresite	<https://www.mindat.org/1:1:1305:1>
gcmin:domerockite	Domerockite	<https://www.mindat.org/1:1:39551:5>
gcmin:domeykite	Domeykite	<https://www.mindat.org/1:1:1306:8>
gcmin:domeykite-beta	Domeykite-ß	<https://www.mindat.org/1:1:46462:0>
gcmin:domeykite-beta	Domeykite-ß	<https://www.mindat.org/1:1:56088:1>
gcmin:donbassite	Donbassite	<https://www.mindat.org/1:1:6905:8>
gcmin:dondoellite	Dondoellite	<https://www.mindat.org/1:1:55598:6>
gcmin:dongchuanite	Dongchuanite	<https://www.mindat.org/1:1:55609:1>
<https://w3id.org/geochem/1.0/mingroup/56017>	Dongchuanite Group	<https://www.mindat.org/1:1:56017:3>
gcmin:donharrisite	Donharrisite	<https://www.mindat.org/1:1:1308:2>
gcmin:donnayite-y	Donnayite-(Y)	<https://www.mindat.org/1:1:1309:9>
gcmin:donpeacorite	Donpeacorite	<https://www.mindat.org/1:1:1310:5>
gcmin:donwilhelmsite	Donwilhelmsite	<https://www.mindat.org/1:1:53358:6>
gcmin:dorallcharite	Dorallcharite	<https://www.mindat.org/1:1:1311:2>
gcmin:dorfmanite	Dorfmanite	<https://www.mindat.org/1:1:1312:9>
gcmin:dorrite	Dorrite	<https://www.mindat.org/1:1:1313:6>
gcmin:douglasite	Douglasite	<https://www.mindat.org/1:1:1314:3>
gcmin:dovyrenite	Dovyrenite	<https://www.mindat.org/1:1:31589:2>
gcmin:downeyite	Downeyite	<https://www.mindat.org/1:1:1315:0>
gcmin:doyleite	Doyleite	<https://www.mindat.org/1:1:1316:7>
gcmin:dozyite	Dozyite	<https://www.mindat.org/1:1:1317:4>
gcmin:dravertite	Dravertite	<https://www.mindat.org/1:1:46608:0>
gcmin:dravite	Dravite	<https://www.mindat.org/1:1:1318:1>
gcmin:drechslerite	Drechslerite	<https://www.mindat.org/1:1:54027:6>
gcmin:dresserite	Dresserite	<https://www.mindat.org/1:1:1319:8>
<https://w3id.org/geochem/1.0/mingroup/40403>	Dresserite Group	<https://www.mindat.org/1:1:40403:5>
gcmin:dreyerite	Dreyerite	<https://www.mindat.org/1:1:1320:4>
gcmin:drobecite	Drobecite	<https://www.mindat.org/1:1:26376:6>
gcmin:drugmanite	Drugmanite	<https://www.mindat.org/1:1:1321:1>
<https://w3id.org/geochem/1.0/mingroup/50358>	Drugmanite Subgroup	<https://www.mindat.org/1:1:50358:5>
gcmin:drysdallite	Drysdallite	<https://www.mindat.org/1:1:1322:8>
gcmin:dualite	Dualite	<https://www.mindat.org/1:1:27578:9>
gcmin:dufrenite	Dufrénite	<https://www.mindat.org/1:1:1323:5>
<https://w3id.org/geochem/1.0/mingroup/39303>	Dufrénite Group	<https://www.mindat.org/1:1:39303:0>
gcmin:dufrenoysite	Dufrénoysite	<https://www.mindat.org/1:1:1324:2>
gcmin:duftite	Duftite	<https://www.mindat.org/1:1:1325:9>
gcmin:dugganite	Dugganite	<https://www.mindat.org/1:1:1326:6>
<https://w3id.org/geochem/1.0/mingroup/39793>	Dugganite Group	<https://www.mindat.org/1:1:39793:9>
gcmin:dukeite	Dukeite	<https://www.mindat.org/1:1:7089:4>
gcmin:dumontite	Dumontite	<https://www.mindat.org/1:1:1328:0>
gcmin:dumortierite	Dumortierite	<https://www.mindat.org/1:1:1329:7>
<https://w3id.org/geochem/1.0/mingroup/43609>	Dumortierite Group	<https://www.mindat.org/1:1:43609:8>
<https://w3id.org/geochem/1.0/mingroup/43608>	Dumortierite Supergroup	<https://www.mindat.org/1:1:43608:9>
gcmin:dundasite	Dundasite	<https://www.mindat.org/1:1:1330:3>
gcmin:durangite	Durangite	<https://www.mindat.org/1:1:1332:7>
gcmin:duranusite	Duranusite	<https://www.mindat.org/1:1:1333:4>
gcmin:dusmatovite	Dusmatovite	<https://www.mindat.org/1:1:6906:5>
gcmin:dussertite	Dussertite	<https://www.mindat.org/1:1:1334:1>
<https://w3id.org/geochem/1.0/mingroup/43765>	Dussertite Group	<https://www.mindat.org/1:1:43765:3>
gcmin:dutrowite	Dutrowite	<https://www.mindat.org/1:1:54240:5>
gcmin:duttonite	Duttonite	<https://www.mindat.org/1:1:1335:8>
gcmin:dwornikite	Dwornikite	<https://www.mindat.org/1:1:1336:5>
gcmin:dymkovite	Dymkovite	<https://www.mindat.org/1:1:43272:8>
gcmin:dypingite	Dypingite	<https://www.mindat.org/1:1:1338:9>
gcmin:dyscrasite	Dyscrasite	<https://www.mindat.org/1:1:1342:6>
gcmin:dzhalindite	Dzhalindite	<https://www.mindat.org/1:1:1339:6>
gcmin:dzharkenite	Dzharkenite	<https://www.mindat.org/1:1:6907:2>
gcmin:dzierzanowskite	Dzier?anowskite	<https://www.mindat.org/1:1:46172:0>
gcmin:eakerite	Eakerite	<https://www.mindat.org/1:1:1343:3>
gcmin:earlandite	Earlandite	<https://www.mindat.org/1:1:1344:0>
gcmin:earlshannonite	Earlshannonite	<https://www.mindat.org/1:1:1345:7>
gcmin:eastonite	Eastonite	<https://www.mindat.org/1:1:6909:6>
gcmin:ecandrewsite	Ecandrewsite	<https://www.mindat.org/1:1:1346:4>
gcmin:ecdemite	Ecdemite	<https://www.mindat.org/1:1:1363:1>
gcmin:eckerite	Eckerite	<https://www.mindat.org/1:1:46496:7>
gcmin:eckermannite	Eckermannite	<https://www.mindat.org/1:1:1348:8>
<https://w3id.org/geochem/1.0/mingroup/8967>	Eckermannite Root Name Group	<https://www.mindat.org/1:1:8967:4>
gcmin:eckhardite	Eckhardite	<https://www.mindat.org/1:1:43850:0>
gcmin:eclarite	Eclarite	<https://www.mindat.org/1:1:1349:5>
gcmin:eddavidite	Eddavidite	<https://www.mindat.org/1:1:52996:3>
gcmin:edenharterite	Edenharterite	<https://www.mindat.org/1:1:1350:1>
gcmin:edenite	Edenite	<https://www.mindat.org/1:1:1351:8>
<https://w3id.org/geochem/1.0/mingroup/8966>	Edenite Root Name Group	<https://www.mindat.org/1:1:8966:7>
gcmin:edgarbaileyite	Edgarbaileyite	<https://www.mindat.org/1:1:1352:5>
gcmin:edgarite	Edgarite	<https://www.mindat.org/1:1:6910:2>
gcmin:edgrewite	Edgrewite	<https://www.mindat.org/1:1:42491:4>
gcmin:edingtonite	Edingtonite	<https://www.mindat.org/1:1:1353:2>
gcmin:edoylerite	Edoylerite	<https://www.mindat.org/1:1:1354:9>
gcmin:edwardsite	Edwardsite	<https://www.mindat.org/1:1:39682:4>
gcmin:effenbergerite	Effenbergerite	<https://www.mindat.org/1:1:6911:9>
gcmin:efremovite	Efremovite	<https://www.mindat.org/1:1:1355:6>
gcmin:eggletonite	Eggletonite	<https://www.mindat.org/1:1:1356:3>
gcmin:eglestonite	Eglestonite	<https://www.mindat.org/1:1:1357:0>
gcmin:ehrleite	Ehrleite	<https://www.mindat.org/1:1:1358:7>
gcmin:eifelite	Eifelite	<https://www.mindat.org/1:1:1359:4>
gcmin:eirikite	Eirikite	<https://www.mindat.org/1:1:36060:7>
gcmin:eitelite	Eitelite	<https://www.mindat.org/1:1:1360:0>
gcmin:ekanite	Ekanite	<https://www.mindat.org/1:1:1361:7>
gcmin:ekaterinite	Ekaterinite	<https://www.mindat.org/1:1:1362:4>
gcmin:ekatite	Ekatite	<https://www.mindat.org/1:1:7049:8>
gcmin:ekebergite	Ekebergite	<https://www.mindat.org/1:1:53214:3>
gcmin:ekplexite	Ekplexite	<https://www.mindat.org/1:1:42864:6>
gcmin:elbaite	Elbaite	<https://www.mindat.org/1:1:1364:8>
gcmin:elbrusite	Elbrusite	<https://www.mindat.org/1:1:40055:2>
gcmin:eldfellite	Eldfellite	<https://www.mindat.org/1:1:35791:3>
gcmin:eldragonite	Eldragónite	<https://www.mindat.org/1:1:41901:9>
gcmin:eliseevite	Eliseevite	<https://www.mindat.org/1:1:40287:9>
gcmin:ellenbergerite	Ellenbergerite	<https://www.mindat.org/1:1:1366:2>
<https://w3id.org/geochem/1.0/mingroup/42673>	Ellestadite Group	<https://www.mindat.org/1:1:42673:6>
gcmin:ellinaite	Ellinaite	<https://www.mindat.org/1:1:54111:4>
gcmin:ellingsenite	Ellingsenite	<https://www.mindat.org/1:1:39667:5>
gcmin:elliottite	Elliottite	<https://www.mindat.org/1:1:55923:8>
gcmin:ellisite	Ellisite	<https://www.mindat.org/1:1:1368:6>
gcmin:elpasolite	Elpasolite	<https://www.mindat.org/1:1:1369:3>
gcmin:elpidite	Elpidite	<https://www.mindat.org/1:1:1370:9>
<https://w3id.org/geochem/1.0/mingroup/40371>	Elsmoreite Group	<https://www.mindat.org/1:1:40371:7>
gcmin:eltyubyuite	Eltyubyuite	<https://www.mindat.org/1:1:42818:7>
gcmin:elyite	Elyite	<https://www.mindat.org/1:1:1371:6>
gcmin:embreyite	Embreyite	<https://www.mindat.org/1:1:1373:0>
gcmin:emeleusite	Emeleusite	<https://www.mindat.org/1:1:1374:7>
gcmin:emilite	Emilite	<https://www.mindat.org/1:1:5287:6>
gcmin:emmerichite	Emmerichite	<https://www.mindat.org/1:1:43943:9>
gcmin:emmonsite	Emmonsite	<https://www.mindat.org/1:1:1377:8>
gcmin:emplectite	Emplectite	<https://www.mindat.org/1:1:1378:5>
gcmin:empressite	Empressite	<https://www.mindat.org/1:1:1379:2>
gcmin:enargite	Enargite	<https://www.mindat.org/1:1:1380:8>
gcmin:englishite	Englishite	<https://www.mindat.org/1:1:1383:9>
gcmin:enneasartorite	Enneasartorite	<https://www.mindat.org/1:1:46892:7>
gcmin:enstatite	Enstatite	<https://www.mindat.org/1:1:1384:6>
gcmin:eosphorite	Eosphorite	<https://www.mindat.org/1:1:1386:0>
gcmin:ephesite	Ephesite	<https://www.mindat.org/1:1:1387:7>
gcmin:epididymite	Epididymite	<https://www.mindat.org/1:1:1388:4>
gcmin:epidote	Epidote	<https://www.mindat.org/1:1:1389:1>
<https://w3id.org/geochem/1.0/mingroup/46234>	Epidote Group	<https://www.mindat.org/1:1:46234:9>
<https://w3id.org/geochem/1.0/mingroup/6662>	Epidote Supergroup	<https://www.mindat.org/1:1:6662:0>
gcmin:epidote-sr	Epidote-(Sr)	<https://www.mindat.org/1:1:31558:2>
gcmin:epistilbite	Epistilbite	<https://www.mindat.org/1:1:1391:4>
gcmin:epistolite	Epistolite	<https://www.mindat.org/1:1:1392:1>
gcmin:epsomite	Epsomite	<https://www.mindat.org/1:1:1393:8>
<https://w3id.org/geochem/1.0/mingroup/39619>	Epsomite Group	<https://www.mindat.org/1:1:39619:8>
gcmin:erazoite	Erazoite	<https://www.mindat.org/1:1:46492:1>
gcmin:ercitite	Ercitite	<https://www.mindat.org/1:1:7101:3>
gcmin:erdite	Erdite	<https://www.mindat.org/1:1:1394:5>
gcmin:ericaite	Ericaite	<https://www.mindat.org/1:1:1396:9>
gcmin:ericssonite	Ericssonite	<https://www.mindat.org/1:1:1397:6>
<https://w3id.org/geochem/1.0/mingroup/40565>	Ericssonite Group	<https://www.mindat.org/1:1:40565:4>
gcmin:erikapohlite	Erikapohlite	<https://www.mindat.org/1:1:43323:1>
gcmin:eringaite	Eringaite	<https://www.mindat.org/1:1:40003:9>
gcmin:eriochalcite	Eriochalcite	<https://www.mindat.org/1:1:1398:3>
<https://w3id.org/geochem/1.0/mingroup/1399>	Erionite	<https://www.mindat.org/1:1:1399:0>
gcmin:erionite-ca	Erionite-Ca	<https://www.mindat.org/1:1:6915:7>
gcmin:erionite-k	Erionite-K	<https://www.mindat.org/1:1:6916:4>
gcmin:erionite-na	Erionite-Na	<https://www.mindat.org/1:1:6917:1>
gcmin:erlianite	Erlianite	<https://www.mindat.org/1:1:1400:3>
gcmin:erlichmanite	Erlichmanite	<https://www.mindat.org/1:1:1401:0>
gcmin:ernienickelite	Ernienickelite	<https://www.mindat.org/1:1:1402:7>
gcmin:erniggliite	Erniggliite	<https://www.mindat.org/1:1:1403:4>
gcmin:ernstburkeite	Ernstburkeite	<https://www.mindat.org/1:1:41897:7>
gcmin:ernstite	Ernstite	<https://www.mindat.org/1:1:1404:1>
gcmin:ershovite	Ershovite	<https://www.mindat.org/1:1:1405:8>
gcmin:ertixiite	Ertixiite	<https://www.mindat.org/1:1:1406:5>
gcmin:erythrite	Erythrite	<https://www.mindat.org/1:1:1407:2>
gcmin:erythrosiderite	Erythrosiderite	<https://www.mindat.org/1:1:1408:9>
gcmin:erzwiesite	Erzwiesite	<https://www.mindat.org/1:1:43602:5>
gcmin:eskebornite	Eskebornite	<https://www.mindat.org/1:1:1409:6>
gcmin:eskimoite	Eskimoite	<https://www.mindat.org/1:1:1410:2>
gcmin:eskolaite	Eskolaite	<https://www.mindat.org/1:1:1411:9>
gcmin:esperanzaite	Esperanzaite	<https://www.mindat.org/1:1:6919:5>
gcmin:esperite	Esperite	<https://www.mindat.org/1:1:1412:6>
gcmin:esquireite	Esquireite	<https://www.mindat.org/1:1:46502:7>
gcmin:esseneite	Esseneite	<https://www.mindat.org/1:1:1413:3>
gcmin:ettringite	Ettringite	<https://www.mindat.org/1:1:1414:0>
<https://w3id.org/geochem/1.0/mingroup/29289>	Ettringite Group	<https://www.mindat.org/1:1:29289:2>
gcmin:eucairite	Eucairite	<https://www.mindat.org/1:1:1415:7>
gcmin:euchlorine	Euchlorine	<https://www.mindat.org/1:1:1416:4>
<https://w3id.org/geochem/1.0/mingroup/46685>	Euchlorine Group	<https://www.mindat.org/1:1:46685:9>
gcmin:euchroite	Euchroite	<https://www.mindat.org/1:1:1417:1>
gcmin:euclase	Euclase	<https://www.mindat.org/1:1:1418:8>
gcmin:eucryptite	Eucryptite	<https://www.mindat.org/1:1:1419:5>
gcmin:eudialyte	Eudialyte	<https://www.mindat.org/1:1:1420:1>
<https://w3id.org/geochem/1.0/mingroup/11021>	Eudialyte Group	<https://www.mindat.org/1:1:11021:5>
gcmin:eudidymite	Eudidymite	<https://www.mindat.org/1:1:1421:8>
gcmin:eugenite	Eugenite	<https://www.mindat.org/1:1:1422:5>
gcmin:eugsterite	Eugsterite	<https://www.mindat.org/1:1:1423:2>
gcmin:eulytine	Eulytine	<https://www.mindat.org/1:1:1424:9>
gcmin:eurekadumpite	Eurekadumpite	<https://www.mindat.org/1:1:39785:0>
<https://w3id.org/geochem/1.0/mingroup/47564>	Euxenite Group	<https://www.mindat.org/1:1:47564:4>
gcmin:euxenite-y	Euxenite-(Y)	<https://www.mindat.org/1:1:1425:6>
gcmin:evansite	Evansite	<https://www.mindat.org/1:1:1426:3>
gcmin:eveite	Eveite	<https://www.mindat.org/1:1:1427:0>
gcmin:evenkite	Evenkite	<https://www.mindat.org/1:1:1428:7>
gcmin:eveslogite	Eveslogite	<https://www.mindat.org/1:1:27104:8>
gcmin:ewaldite	Ewaldite	<https://www.mindat.org/1:1:1429:4>
gcmin:ewingite	Ewingite	<https://www.mindat.org/1:1:47791:6>
gcmin:eylettersite	Eylettersite	<https://www.mindat.org/1:1:1430:0>
gcmin:eyselite	Eyselite	<https://www.mindat.org/1:1:27221:4>
gcmin:ezcurrite	Ezcurrite	<https://www.mindat.org/1:1:1431:7>
gcmin:eztlite	Eztlite	<https://www.mindat.org/1:1:1432:4>
gcmin:fabianite	Fabianite	<https://www.mindat.org/1:1:1433:1>
gcmin:fabritzite	Fabritzite	<https://www.mindat.org/1:1:470601:0>
gcmin:fabriesite	Fabrièsite	<https://www.mindat.org/1:1:43600:7>
gcmin:faheyite	Faheyite	<https://www.mindat.org/1:1:1435:5>
gcmin:fahleite	Fahleite	<https://www.mindat.org/1:1:1436:2>
gcmin:fairbankite	Fairbankite	<https://www.mindat.org/1:1:1439:3>
gcmin:fairchildite	Fairchildite	<https://www.mindat.org/1:1:1442:3>
gcmin:fairfieldite	Fairfieldite	<https://www.mindat.org/1:1:1443:0>
<https://w3id.org/geochem/1.0/mingroup/29290>	Fairfieldite Group	<https://www.mindat.org/1:1:29290:8>
gcmin:faizievite	Faizievite	<https://www.mindat.org/1:1:31306:1>
gcmin:falcondoite	Falcondoite	<https://www.mindat.org/1:1:1444:7>
gcmin:falkmanite	Falkmanite	<https://www.mindat.org/1:1:1446:1>
gcmin:falottaite	Falottaite	<https://www.mindat.org/1:1:43915:6>
gcmin:falsterite	Falsterite	<https://www.mindat.org/1:1:42463:1>
gcmin:famatinite	Famatinite	<https://www.mindat.org/1:1:1451:5>
gcmin:fanfaniite	Fanfaniite	<https://www.mindat.org/1:1:53148:1>
gcmin:fangite	Fangite	<https://www.mindat.org/1:1:1452:2>
gcmin:fantappieite	Fantappièite	<https://www.mindat.org/1:1:35970:8>
gcmin:farneseite	Farneseite	<https://www.mindat.org/1:1:27489:6>
gcmin:farringtonite	Farringtonite	<https://www.mindat.org/1:1:1456:0>
gcmin:fassinaite	Fassinaite	<https://www.mindat.org/1:1:40169:4>
<https://w3id.org/geochem/1.0/mingroup/35126>	Faujasite	<https://www.mindat.org/1:1:35126:5>
gcmin:faujasite-ca	Faujasite-Ca	<https://www.mindat.org/1:1:6920:1>
gcmin:faujasite-mg	Faujasite-Mg	<https://www.mindat.org/1:1:6921:8>
gcmin:faujasite-na	Faujasite-Na	<https://www.mindat.org/1:1:6922:5>
gcmin:faustite	Faustite	<https://www.mindat.org/1:1:1623:6>
gcmin:fayalite	Fayalite	<https://www.mindat.org/1:1:1458:4>
gcmin:fedorite	Fedorite	<https://www.mindat.org/1:1:1467:6>
<https://w3id.org/geochem/1.0/mingroup/39987>	Fedorite Group	<https://www.mindat.org/1:1:39987:6>
gcmin:fedorovskite	Fedorovskite	<https://www.mindat.org/1:1:1468:3>
gcmin:fedotovite	Fedotovite	<https://www.mindat.org/1:1:1469:0>
gcmin:fehrite	Fehrite	<https://www.mindat.org/1:1:54043:4>
gcmin:feinglosite	Feinglosite	<https://www.mindat.org/1:1:6923:2>
gcmin:feitknechtite	Feitknechtite	<https://www.mindat.org/1:1:1473:7>
gcmin:feklichevite	Feklichevite	<https://www.mindat.org/1:1:11029:7>
gcmin:felbertalite	Felbertalite	<https://www.mindat.org/1:1:10999:0>
<https://w3id.org/geochem/1.0/mingroup/1624>	Feldspar Group	<https://www.mindat.org/1:1:1624:3>
<https://w3id.org/geochem/1.0/mingroup/47865>	Feldspathoid	<https://www.mindat.org/1:1:47865:0>
gcmin:felsobanyaite	Felsobányaite	<https://www.mindat.org/1:1:1474:4>
gcmin:fenaksite	Fenaksite	<https://www.mindat.org/1:1:1475:1>
gcmin:fencooperite	Fencooperite	<https://www.mindat.org/1:1:10343:7>
gcmin:fengchengite	Fengchengite	<https://www.mindat.org/1:1:42378:4>
gcmin:ferberite	Ferberite	<https://www.mindat.org/1:1:1476:8>
gcmin:ferchromide	Ferchromide	<https://www.mindat.org/1:1:1477:5>
gcmin:ferdowsiite	Ferdowsiite	<https://www.mindat.org/1:1:43594:7>
gcmin:fergusonite-ce	Fergusonite-(Ce)	<https://www.mindat.org/1:1:1478:2>
gcmin:fergusonite-ce-beta	Fergusonite-(Ce)-ß	<https://www.mindat.org/1:1:1481:2>
gcmin:fergusonite-ce-beta	Fergusonite-(Ce)-ß	<https://www.mindat.org/1:1:56090:6>
gcmin:fergusonite-nd-beta	Fergusonite-(Nd)-ß	<https://www.mindat.org/1:1:1466:9>
gcmin:fergusonite-nd-beta	Fergusonite-(Nd)-ß	<https://www.mindat.org/1:1:56090:6>
gcmin:fergusonite-y	Fergusonite-(Y)	<https://www.mindat.org/1:1:1480:5>
gcmin:fergusonite-y-beta	Fergusonite-(Y)-ß	<https://www.mindat.org/1:1:1463:8>
gcmin:ferhodsite	Ferhodsite	<https://www.mindat.org/1:1:43321:3>
gcmin:fermiite	Fermiite	<https://www.mindat.org/1:1:46506:3>
gcmin:fernandinite	Fernandinite	<https://www.mindat.org/1:1:1483:6>
gcmin:feroxyhyte	Feroxyhyte	<https://www.mindat.org/1:1:1484:3>
gcmin:ferraioloite	Ferraioloite	<https://www.mindat.org/1:1:46878:7>
gcmin:ferrarisite	Ferrarisite	<https://www.mindat.org/1:1:1485:0>
gcmin:ferri-fluoro-katophorite	Ferri-fluoro-katophorite	<https://www.mindat.org/1:1:39442:8>
gcmin:ferri-fluoro-leakeite	Ferri-fluoro-leakeite	<https://www.mindat.org/1:1:39878:9>
gcmin:ferri-ghoseite	Ferri-ghoseite	<https://www.mindat.org/1:1:25680:9>
gcmin:ferri-kaersutite	Ferri-kaersutite	<https://www.mindat.org/1:1:42829:3>
gcmin:ferri-katophorite	Ferri-katophorite	<https://www.mindat.org/1:1:2477:4>
gcmin:ferri-leakeite	Ferri-leakeite	<https://www.mindat.org/1:1:2362:3>
gcmin:ferri-obertiite	Ferri-obertiite	<https://www.mindat.org/1:1:46414:3>
gcmin:ferri-winchite	Ferri-winchite	<https://www.mindat.org/1:1:27483:2>
gcmin:ferriakasakaite-ce	Ferriakasakaite-(Ce)	<https://www.mindat.org/1:1:53213:4>
gcmin:ferriakasakaite-la	Ferriakasakaite-(La)	<https://www.mindat.org/1:1:45983:1>
gcmin:ferriallanite-ce	Ferriallanite-(Ce)	<https://www.mindat.org/1:1:11433:6>
gcmin:ferriallanite-la	Ferriallanite-(La)	<https://www.mindat.org/1:1:39528:7>
gcmin:ferribushmakinite	Ferribushmakinite	<https://www.mindat.org/1:1:46226:0>
gcmin:ferricerite-laca	Ferricerite-(LaCa)	<https://www.mindat.org/1:1:26408:4>
gcmin:ferricopiapite	Ferricopiapite	<https://www.mindat.org/1:1:1490:4>
gcmin:ferricoronadite	Ferricoronadite	<https://www.mindat.org/1:1:47021:4>
<https://w3id.org/geochem/1.0/mingroup/1492>	Ferrierite	<https://www.mindat.org/1:1:1492:8>
gcmin:ferrierite-k	Ferrierite-K	<https://www.mindat.org/1:1:6930:0>
gcmin:ferrierite-mg	Ferrierite-Mg	<https://www.mindat.org/1:1:6931:7>
gcmin:ferrierite-nh4	Ferrierite-NH4	<https://www.mindat.org/1:1:52850:2>
gcmin:ferrierite-na	Ferrierite-Na	<https://www.mindat.org/1:1:6932:4>
gcmin:ferrihollandite	Ferrihollandite	<https://www.mindat.org/1:1:43558:5>
gcmin:ferrihydrite	Ferrihydrite	<https://www.mindat.org/1:1:1493:5>
gcmin:ferrilotharmeyerite	Ferrilotharmeyerite	<https://www.mindat.org/1:1:1495:9>
gcmin:ferrimolybdite	Ferrimolybdite	<https://www.mindat.org/1:1:1496:6>
gcmin:ferrinatrite	Ferrinatrite	<https://www.mindat.org/1:1:1497:3>
gcmin:ferriperboeite-ce	Ferriperbøeite-(Ce)	<https://www.mindat.org/1:1:51981:4>
gcmin:ferripyrophyllite	Ferripyrophyllite	<https://www.mindat.org/1:1:1498:0>
gcmin:ferrirockbridgeite	Ferrirockbridgeite	<https://www.mindat.org/1:1:53168:5>
gcmin:ferrisanidine	Ferrisanidine	<https://www.mindat.org/1:1:54018:8>
gcmin:ferrisepiolite	Ferrisepiolite	<https://www.mindat.org/1:1:41139:0>
gcmin:ferrisicklerite	Ferrisicklerite	<https://www.mindat.org/1:1:1499:7>
gcmin:ferristrunzite	Ferristrunzite	<https://www.mindat.org/1:1:1500:0>
gcmin:ferrisurite	Ferrisurite	<https://www.mindat.org/1:1:1501:7>
gcmin:ferrisymplesite	Ferrisymplesite	<https://www.mindat.org/1:1:1502:4>
gcmin:ferro-actinolite	Ferro-actinolite	<https://www.mindat.org/1:1:1505:5>
gcmin:ferro-anthophyllite	Ferro-anthophyllite	<https://www.mindat.org/1:1:1464:5>
gcmin:ferro-edenite	Ferro-edenite	<https://www.mindat.org/1:1:1472:0>
gcmin:ferro-ferri-fluoro-leakeite	Ferro-ferri-fluoro-leakeite	<https://www.mindat.org/1:1:6951:5>
gcmin:ferro-ferri-hornblende	Ferro-ferri-hornblende	<https://www.mindat.org/1:1:43379:0>
