s	label	match
gcmin:karchevskyite	Karchevskyite	<https://www.mindat.org/1:1:27438:2>
gcmin:karelianite	Karelianite	<https://www.mindat.org/1:1:2158:2>
gcmin:karenwebberite	Karenwebberite	<https://www.mindat.org/1:1:42362:3>
gcmin:karibibite	Karibibite	<https://www.mindat.org/1:1:2159:9>
gcmin:karlite	Karlite	<https://www.mindat.org/1:1:2160:5>
gcmin:karnasurtite-ce	Karnasurtite-(Ce)	<https://www.mindat.org/1:1:2161:2>
gcmin:karpinskite	Karpinskite	<https://www.mindat.org/1:1:2163:6>
gcmin:karupmollerite-ca	Karupmøllerite-Ca	<https://www.mindat.org/1:1:11159:7>
gcmin:kasatkinite	Kasatkinite	<https://www.mindat.org/1:1:42837:2>
gcmin:kashinite	Kashinite	<https://www.mindat.org/1:1:2164:3>
gcmin:kasolite	Kasolite	<https://www.mindat.org/1:1:2165:0>
gcmin:kassite	Kassite	<https://www.mindat.org/1:1:2166:7>
gcmin:kastningite	Kastningite	<https://www.mindat.org/1:1:7129:7>
gcmin:katayamalite	Katayamalite	<https://www.mindat.org/1:1:4716:2>
gcmin:katerinopoulosite	Katerinopoulosite	<https://www.mindat.org/1:1:51829:5>
gcmin:katoite	Katoite	<https://www.mindat.org/1:1:2167:4>
gcmin:katophorite	Katophorite	<https://www.mindat.org/1:1:7163:1>
<https://w3id.org/geochem/1.0/mingroup/39388>	Katophorite Root Name Group	<https://www.mindat.org/1:1:39388:1>
gcmin:katoptrite	Katoptrite	<https://www.mindat.org/1:1:2169:8>
gcmin:katsarosite	Katsarosite	<https://www.mindat.org/1:1:55091:8>
gcmin:kawazulite	Kawazulite	<https://www.mindat.org/1:1:2170:4>
gcmin:kayrobertsonite	Kayrobertsonite	<https://www.mindat.org/1:1:46697:4>
gcmin:kazakhstanite	Kazakhstanite	<https://www.mindat.org/1:1:2171:1>
gcmin:kazakovite	Kazakovite	<https://www.mindat.org/1:1:2172:8>
gcmin:kazanskyite	Kazanskyite	<https://www.mindat.org/1:1:41605:8>
gcmin:kaznakhtite	Kaznakhtite	<https://www.mindat.org/1:1:55607:3>
gcmin:keckite	Keckite	<https://www.mindat.org/1:1:2174:2>
gcmin:kegelite	Kegelite	<https://www.mindat.org/1:1:2175:9>
gcmin:keithconnite	Keithconnite	<https://www.mindat.org/1:1:2176:6>
gcmin:keiviite-y	Keiviite-(Y)	<https://www.mindat.org/1:1:2177:3>
gcmin:keiviite-yb	Keiviite-(Yb)	<https://www.mindat.org/1:1:2178:0>
gcmin:keldyshite	Keldyshite	<https://www.mindat.org/1:1:2179:7>
gcmin:kellyite	Kellyite	<https://www.mindat.org/1:1:2180:3>
gcmin:kelyanite	Kelyanite	<https://www.mindat.org/1:1:2181:0>
gcmin:kemmlitzite	Kemmlitzite	<https://www.mindat.org/1:1:2182:7>
gcmin:kempite	Kempite	<https://www.mindat.org/1:1:2183:4>
gcmin:kenhsuite	Kenhsuite	<https://www.mindat.org/1:1:7131:0>
gcmin:kenngottite	Kenngottite	<https://www.mindat.org/1:1:53374:4>
gcmin:kennygayite	Kennygayite	<https://www.mindat.org/1:1:56159:8>
gcmin:kenoargentotetrahedrite-fe	Kenoargentotetrahedrite-(Fe)	<https://www.mindat.org/1:1:53610:3>
gcmin:kenoargentotetrahedrite-zn	Kenoargentotetrahedrite-(Zn)	<https://www.mindat.org/1:1:55305:8>
gcmin:kenotobermorite	Kenotobermorite	<https://www.mindat.org/1:1:46180:9>
gcmin:kentbrooksite	Kentbrooksite	<https://www.mindat.org/1:1:7132:7>
gcmin:kentrolite	Kentrolite	<https://www.mindat.org/1:1:2185:8>
gcmin:kenyaite	Kenyaite	<https://www.mindat.org/1:1:2186:5>
gcmin:keplerite	Keplerite	<https://www.mindat.org/1:1:54347:7>
gcmin:kerimasite	Kerimasite	<https://www.mindat.org/1:1:39563:0>
gcmin:kermesite	Kermesite	<https://www.mindat.org/1:1:2187:2>
gcmin:kernite	Kernite	<https://www.mindat.org/1:1:2188:9>
gcmin:kettnerite	Kettnerite	<https://www.mindat.org/1:1:2190:2>
gcmin:keutschite	Keutschite	<https://www.mindat.org/1:1:46159:9>
gcmin:keyite	Keyite	<https://www.mindat.org/1:1:2191:9>
gcmin:keystoneite	Keystoneite	<https://www.mindat.org/1:1:2192:6>
gcmin:khademite	Khademite	<https://www.mindat.org/1:1:2193:3>
gcmin:khaidarkanite	Khaidarkanite	<https://www.mindat.org/1:1:7135:8>
gcmin:khamrabaevite	Khamrabaevite	<https://www.mindat.org/1:1:2194:0>
gcmin:khanneshite	Khanneshite	<https://www.mindat.org/1:1:2195:7>
gcmin:kharaelakhite	Kharaelakhite	<https://www.mindat.org/1:1:2196:4>
gcmin:khesinite	Khesinite	<https://www.mindat.org/1:1:46174:8>
gcmin:khibinskite	Khibinskite	<https://www.mindat.org/1:1:2198:8>
gcmin:khinite	Khinite	<https://www.mindat.org/1:1:2199:5>
gcmin:khmaralite	Khmaralite	<https://www.mindat.org/1:1:7136:5>
gcmin:khomyakovite	Khomyakovite	<https://www.mindat.org/1:1:7137:2>
gcmin:khorixasite	Khorixasite	<https://www.mindat.org/1:1:50346:0>
gcmin:khristovite-ce	Khristovite-(Ce)	<https://www.mindat.org/1:1:2200:8>
gcmin:kiddcreekite	Kiddcreekite	<https://www.mindat.org/1:1:2201:5>
gcmin:kidwellite	Kidwellite	<https://www.mindat.org/1:1:2202:2>
gcmin:kieftite	Kieftite	<https://www.mindat.org/1:1:2203:9>
gcmin:kieserite	Kieserite	<https://www.mindat.org/1:1:2204:6>
<https://w3id.org/geochem/1.0/mingroup/29300>	Kieserite Group	<https://www.mindat.org/1:1:29300:4>
gcmin:kilchoanite	Kilchoanite	<https://www.mindat.org/1:1:2205:3>
gcmin:killalaite	Killalaite	<https://www.mindat.org/1:1:2206:0>
gcmin:kimrobinsonite	Kimrobinsonite	<https://www.mindat.org/1:1:2207:7>
gcmin:kimuraite-y	Kimuraite-(Y)	<https://www.mindat.org/1:1:2208:4>
gcmin:kimzeyite	Kimzeyite	<https://www.mindat.org/1:1:2209:1>
gcmin:kingite	Kingite	<https://www.mindat.org/1:1:2210:7>
gcmin:kingsmountite	Kingsmountite	<https://www.mindat.org/1:1:2211:4>
gcmin:kingstonite	Kingstonite	<https://www.mindat.org/1:1:27678:8>
gcmin:kinichilite	Kinichilite	<https://www.mindat.org/1:1:2212:1>
gcmin:kinoite	Kinoite	<https://www.mindat.org/1:1:2213:8>
gcmin:kinoshitalite	Kinoshitalite	<https://www.mindat.org/1:1:2307:4>
gcmin:kintoreite	Kintoreite	<https://www.mindat.org/1:1:2214:5>
gcmin:kipushite	Kipushite	<https://www.mindat.org/1:1:2215:2>
gcmin:kircherite	Kircherite	<https://www.mindat.org/1:1:39877:0>
gcmin:kirchhoffite	Kirchhoffite	<https://www.mindat.org/1:1:40071:0>
gcmin:kirkiite	Kirkiite	<https://www.mindat.org/1:1:2216:9>
gcmin:kirschsteinite	Kirschsteinite	<https://www.mindat.org/1:1:2217:6>
gcmin:kitagohaite	Kitagohaite	<https://www.mindat.org/1:1:46059:0>
gcmin:kitkaite	Kitkaite	<https://www.mindat.org/1:1:2219:0>
gcmin:kittatinnyite	Kittatinnyite	<https://www.mindat.org/1:1:2220:6>
gcmin:kladnoite	Kladnoite	<https://www.mindat.org/1:1:2222:0>
gcmin:klajite	Klajite	<https://www.mindat.org/1:1:32363:3>
gcmin:klaprothite	Klaprothite	<https://www.mindat.org/1:1:46969:8>
gcmin:klebelsbergite	Klebelsbergite	<https://www.mindat.org/1:1:2223:7>
<https://w3id.org/geochem/1.0/mingroup/47979>	Klebelsbergite Group	<https://www.mindat.org/1:1:47979:2>
gcmin:kleberite	Kleberite	<https://www.mindat.org/1:1:10804:3>
gcmin:kleemanite	Kleemanite	<https://www.mindat.org/1:1:2224:4>
gcmin:kleinite	Kleinite	<https://www.mindat.org/1:1:2225:1>
gcmin:klockmannite	Klockmannite	<https://www.mindat.org/1:1:2226:8>
gcmin:klyuchevskite	Klyuchevskite	<https://www.mindat.org/1:1:2227:5>
gcmin:klochite	Klöchite	<https://www.mindat.org/1:1:35832:9>
gcmin:knasibfite	Knasibfite	<https://www.mindat.org/1:1:31406:0>
gcmin:knorringite	Knorringite	<https://www.mindat.org/1:1:2229:9>
gcmin:koashvite	Koashvite	<https://www.mindat.org/1:1:2230:5>
<https://w3id.org/geochem/1.0/mingroup/52602>	Koashvite Subgroup	<https://www.mindat.org/1:1:52602:7>
gcmin:kobeite-y	Kobeite-(Y)	<https://www.mindat.org/1:1:2232:9>
gcmin:kobellite	Kobellite	<https://www.mindat.org/1:1:2233:6>
<https://w3id.org/geochem/1.0/mingroup/53092>	Kobellite Homologous Series	<https://www.mindat.org/1:1:53092:3>
gcmin:kobokoboite	Kobokoboite	<https://www.mindat.org/1:1:39715:1>
gcmin:kobyashevite	Kobyashevite	<https://www.mindat.org/1:1:42367:8>
gcmin:kochite	Kochite	<https://www.mindat.org/1:1:25598:9>
gcmin:kochkarite	Kochkarite	<https://www.mindat.org/1:1:2234:3>
gcmin:kochsandorite	Kochsándorite	<https://www.mindat.org/1:1:27424:9>
gcmin:kodamaite	Kodamaite	<https://www.mindat.org/1:1:53862:4>
gcmin:koechlinite	Koechlinite	<https://www.mindat.org/1:1:2235:0>
<https://w3id.org/geochem/1.0/mingroup/46760>	Koechlinite Group	<https://www.mindat.org/1:1:46760:9>
gcmin:koenenite	Koenenite	<https://www.mindat.org/1:1:2306:7>
gcmin:kogarkoite	Kogarkoite	<https://www.mindat.org/1:1:2236:7>
gcmin:kojonenite	Kojonenite	<https://www.mindat.org/1:1:46081:9>
gcmin:kokchetavite	Kokchetavite	<https://www.mindat.org/1:1:27460:1>
gcmin:kokinosite	Kokinosite	<https://www.mindat.org/1:1:46014:7>
gcmin:koktaite	Koktaite	<https://www.mindat.org/1:1:2237:4>
gcmin:kolarite	Kolarite	<https://www.mindat.org/1:1:2238:1>
gcmin:kolbeckite	Kolbeckite	<https://www.mindat.org/1:1:2239:8>
gcmin:kolfanite	Kolfanite	<https://www.mindat.org/1:1:2240:4>
gcmin:kolicite	Kolicite	<https://www.mindat.org/1:1:2241:1>
gcmin:kolitschite	Kolitschite	<https://www.mindat.org/1:1:38994:9>
gcmin:kolovratite	Kolovratite	<https://www.mindat.org/1:1:2242:8>
gcmin:kolwezite	Kolwezite	<https://www.mindat.org/1:1:2243:5>
gcmin:kolymite	Kolymite	<https://www.mindat.org/1:1:2244:2>
gcmin:komarovite	Komarovite	<https://www.mindat.org/1:1:2245:9>
gcmin:kombatite	Kombatite	<https://www.mindat.org/1:1:2246:6>
gcmin:komkovite	Komkovite	<https://www.mindat.org/1:1:2247:3>
gcmin:konderite	Konderite	<https://www.mindat.org/1:1:2248:0>
gcmin:koninckite	Koninckite	<https://www.mindat.org/1:1:2249:7>
gcmin:konyaite	Konyaite	<https://www.mindat.org/1:1:2251:0>
gcmin:koragoite	Koragoite	<https://www.mindat.org/1:1:7140:2>
gcmin:koritnigite	Koritnigite	<https://www.mindat.org/1:1:2252:7>
<https://w3id.org/geochem/1.0/mingroup/43930>	Koritnigite Group	<https://www.mindat.org/1:1:43930:5>
gcmin:kornelite	Kornelite	<https://www.mindat.org/1:1:2253:4>
gcmin:kornerupine	Kornerupine	<https://www.mindat.org/1:1:2254:1>
gcmin:korobitsynite	Korobitsynite	<https://www.mindat.org/1:1:7141:9>
gcmin:korshunovskite	Korshunovskite	<https://www.mindat.org/1:1:2256:5>
gcmin:korzhinskite	Korzhinskite	<https://www.mindat.org/1:1:2257:2>
gcmin:kosmochlor	Kosmochlor	<https://www.mindat.org/1:1:2258:9>
gcmin:kosnarite	Kosnarite	<https://www.mindat.org/1:1:2259:6>
gcmin:kostovite	Kostovite	<https://www.mindat.org/1:1:2260:2>
gcmin:kostylevite	Kostylevite	<https://www.mindat.org/1:1:2261:9>
gcmin:kotoite	Kotoite	<https://www.mindat.org/1:1:2262:6>
gcmin:kottenheimite	Kottenheimite	<https://www.mindat.org/1:1:42534:8>
gcmin:kotulskite	Kotulskite	<https://www.mindat.org/1:1:2264:0>
gcmin:koutekite	Koutekite	<https://www.mindat.org/1:1:2265:7>
gcmin:kovdorskite	Kovdorskite	<https://www.mindat.org/1:1:2266:4>
<https://w3id.org/geochem/1.0/mingroup/471014>	Kozoite Group	<https://www.mindat.org/1:1:471014:7>
gcmin:kozoite-la	Kozoite-(La)	<https://www.mindat.org/1:1:25673:9>
gcmin:kozoite-nd	Kozoite-(Nd)	<https://www.mindat.org/1:1:7142:6>
gcmin:kraisslite	Kraisslite	<https://www.mindat.org/1:1:2268:8>
gcmin:krasheninnikovite	Krasheninnikovite	<https://www.mindat.org/1:1:41951:4>
gcmin:krasnovite	Krasnovite	<https://www.mindat.org/1:1:7145:7>
gcmin:kratochvilite	Kratochvílite	<https://www.mindat.org/1:1:2269:5>
gcmin:krausite	Krausite	<https://www.mindat.org/1:1:2270:1>
gcmin:krauskopfite	Krauskopfite	<https://www.mindat.org/1:1:2271:8>
gcmin:krautite	Krautite	<https://www.mindat.org/1:1:2272:5>
<https://w3id.org/geochem/1.0/mingroup/35124>	Krautite Group	<https://www.mindat.org/1:1:35124:7>
gcmin:kravtsovite	Kravtsovite	<https://www.mindat.org/1:1:51469:7>
gcmin:kremersite	Kremersite	<https://www.mindat.org/1:1:2273:2>
gcmin:krennerite	Krennerite	<https://www.mindat.org/1:1:2274:9>
gcmin:krettnichite	Krettnichite	<https://www.mindat.org/1:1:7059:7>
gcmin:kribergite	Kribergite	<https://www.mindat.org/1:1:2275:6>
gcmin:krieselite	Krieselite	<https://www.mindat.org/1:1:27545:1>
gcmin:kristiansenite	Kristiansenite	<https://www.mindat.org/1:1:10814:0>
<https://w3id.org/geochem/1.0/mingroup/55753>	Kristiansenite Group	<https://www.mindat.org/1:1:55753:1>
gcmin:krivovichevite	Krivovichevite	<https://www.mindat.org/1:1:27496:6>
gcmin:kroupaite	Kroupaite	<https://www.mindat.org/1:1:51971:7>
gcmin:krupkaite	Krupkaite	<https://www.mindat.org/1:1:2278:7>
gcmin:krutaite	Krut'aite	<https://www.mindat.org/1:1:2279:4>
gcmin:krutovite	Krutovite	<https://www.mindat.org/1:1:2280:0>
gcmin:kryzhanovskite	Kryzhanovskite	<https://www.mindat.org/1:1:2281:7>
gcmin:krasnoite	Krásnoite	<https://www.mindat.org/1:1:42373:9>
gcmin:krohnkite	Kröhnkite	<https://www.mindat.org/1:1:2277:0>
gcmin:ktenasite	Ktenasite	<https://www.mindat.org/1:1:2282:4>
<https://w3id.org/geochem/1.0/mingroup/53540>	Ktenasite Group	<https://www.mindat.org/1:1:53540:5>
gcmin:kuannersuite-ce	Kuannersuite-(Ce)	<https://www.mindat.org/1:1:25711:8>
gcmin:kudriavite	Kudriavite	<https://www.mindat.org/1:1:26708:1>
gcmin:kukharenkoite-ce	Kukharenkoite-(Ce)	<https://www.mindat.org/1:1:7146:4>
gcmin:kukharenkoite-la	Kukharenkoite-(La)	<https://www.mindat.org/1:1:25586:4>
gcmin:kukisvumite	Kukisvumite	<https://www.mindat.org/1:1:2283:1>
gcmin:kuksite	Kuksite	<https://www.mindat.org/1:1:2284:8>
gcmin:kulanite	Kulanite	<https://www.mindat.org/1:1:2285:5>
gcmin:kuliokite-y	Kuliokite-(Y)	<https://www.mindat.org/1:1:2286:2>
gcmin:kulkeite	Kulkeite	<https://www.mindat.org/1:1:2287:9>
gcmin:kullerudite	Kullerudite	<https://www.mindat.org/1:1:2288:6>
gcmin:kumdykolite	Kumdykolite	<https://www.mindat.org/1:1:35578:4>
gcmin:kummerite	Kummerite	<https://www.mindat.org/1:1:46707:0>
gcmin:kumtyubeite	Kumtyubeite	<https://www.mindat.org/1:1:39209:5>
gcmin:kunatite	Kunatite	<https://www.mindat.org/1:1:35911:5>
gcmin:kupcikite	Kupcíkite	<https://www.mindat.org/1:1:26458:9>
gcmin:kupletskite	Kupletskite	<https://www.mindat.org/1:1:2290:9>
<https://w3id.org/geochem/1.0/mingroup/46963>	Kupletskite Group	<https://www.mindat.org/1:1:46963:4>
gcmin:kupletskite-cs	Kupletskite-(Cs)	<https://www.mindat.org/1:1:6853:2>
gcmin:kuramite	Kuramite	<https://www.mindat.org/1:1:2291:6>
gcmin:kuranakhite	Kuranakhite	<https://www.mindat.org/1:1:2292:3>
gcmin:kuratite	Kuratite	<https://www.mindat.org/1:1:44312:2>
gcmin:kurchatovite	Kurchatovite	<https://www.mindat.org/1:1:2293:0>
gcmin:kurgantaite	Kurgantaite	<https://www.mindat.org/1:1:8212:5>
gcmin:kurilite	Kurilite	<https://www.mindat.org/1:1:2294:7>
gcmin:kurnakovite	Kurnakovite	<https://www.mindat.org/1:1:2295:4>
gcmin:kurumsakite	Kurumsakite	<https://www.mindat.org/1:1:2296:1>
gcmin:kusachiite	Kusachiite	<https://www.mindat.org/1:1:2297:8>
gcmin:kutinaite	Kutinaite	<https://www.mindat.org/1:1:2298:5>
gcmin:kutnohorite	Kutnohorite	<https://www.mindat.org/1:1:2299:2>
gcmin:kuvaevite	Kuvaevite	<https://www.mindat.org/1:1:55224:4>
<https://w3id.org/geochem/1.0/mingroup/55680>	Kuvaevite Group	<https://www.mindat.org/1:1:55680:6>
gcmin:kuzelite	Kuzelite	<https://www.mindat.org/1:1:7147:1>
<https://w3id.org/geochem/1.0/mingroup/46933>	Kuzmenkoite Group	<https://www.mindat.org/1:1:46933:3>
gcmin:kuzmenkoite-mn	Kuzmenkoite-Mn	<https://www.mindat.org/1:1:7148:8>
gcmin:kuzmenkoite-zn	Kuzmenkoite-Zn	<https://www.mindat.org/1:1:29091:9>
gcmin:kuzminite	Kuzminite	<https://www.mindat.org/1:1:2300:5>
gcmin:kuznetsovite	Kuznetsovite	<https://www.mindat.org/1:1:2301:2>
gcmin:kvanefjeldite	Kvanefjeldite	<https://www.mindat.org/1:1:2302:9>
gcmin:kyanite	Kyanite	<https://www.mindat.org/1:1:2303:6>
gcmin:kyanoxalite	Kyanoxalite	<https://www.mindat.org/1:1:38989:7>
gcmin:kyrgyzstanite	Kyrgyzstanite	<https://www.mindat.org/1:1:27476:2>
gcmin:kyzylkumite	Kyzylkumite	<https://www.mindat.org/1:1:2304:3>
gcmin:kesterite	Kësterite	<https://www.mindat.org/1:1:2189:6>
gcmin:kottigite	Köttigite	<https://www.mindat.org/1:1:2263:3>
gcmin:laachite	Laachite	<https://www.mindat.org/1:1:43866:1>
gcmin:labradorite	Labradorite	<https://www.mindat.org/1:1:815:0>
<https://w3id.org/geochem/1.0/mingroup/46932>	Labuntsovite Group	<https://www.mindat.org/1:1:46932:4>
<https://w3id.org/geochem/1.0/mingroup/30454>	Labuntsovite Supergroup	<https://www.mindat.org/1:1:30454:0>
gcmin:labuntsovite-fe	Labuntsovite-Fe	<https://www.mindat.org/1:1:11425:7>
gcmin:labuntsovite-mg	Labuntsovite-Mg	<https://www.mindat.org/1:1:11424:8>
gcmin:labuntsovite-mn	Labuntsovite-Mn	<https://www.mindat.org/1:1:2309:8>
gcmin:labyrinthite	Labyrinthite	<https://www.mindat.org/1:1:27420:3>
gcmin:lacroixite	Lacroixite	<https://www.mindat.org/1:1:2310:4>
gcmin:laffittite	Laffittite	<https://www.mindat.org/1:1:2311:1>
gcmin:laflammeite	Laflammeite	<https://www.mindat.org/1:1:10743:3>
gcmin:laforetite	Laforêtite	<https://www.mindat.org/1:1:7149:5>
gcmin:lafossaite	Lafossaite	<https://www.mindat.org/1:1:27521:1>
gcmin:lagalyite	Lagalyite	<https://www.mindat.org/1:1:51579:3>
gcmin:lahnsteinite	Lahnsteinite	<https://www.mindat.org/1:1:42746:1>
gcmin:laihunite	Laihunite	<https://www.mindat.org/1:1:2312:8>
gcmin:laitakarite	Laitakarite	<https://www.mindat.org/1:1:2313:5>
gcmin:lakargiite	Lakargiite	<https://www.mindat.org/1:1:31993:1>
gcmin:lakebogaite	Lakebogaite	<https://www.mindat.org/1:1:31590:8>
gcmin:lalondeite	Lalondeite	<https://www.mindat.org/1:1:27638:0>
gcmin:lammerite	Lammerite	<https://www.mindat.org/1:1:2314:2>
gcmin:lammerite-beta	Lammerite-ß	<https://www.mindat.org/1:1:29291:7>
gcmin:lamprophyllite	Lamprophyllite	<https://www.mindat.org/1:1:2315:9>
<https://w3id.org/geochem/1.0/mingroup/42445>	Lamprophyllite Group	<https://www.mindat.org/1:1:42445:5>
gcmin:lanarkite	Lanarkite	<https://www.mindat.org/1:1:2316:6>
gcmin:landauite	Landauite	<https://www.mindat.org/1:1:2317:3>
gcmin:landesite	Landesite	<https://www.mindat.org/1:1:2318:0>
gcmin:langbeinite	Langbeinite	<https://www.mindat.org/1:1:2320:3>
<https://w3id.org/geochem/1.0/mingroup/40443>	Langbeinite Group	<https://www.mindat.org/1:1:40443:3>
gcmin:langisite	Langisite	<https://www.mindat.org/1:1:2321:0>
gcmin:langite	Langite	<https://www.mindat.org/1:1:2322:7>
gcmin:lanmuchangite	Lanmuchangite	<https://www.mindat.org/1:1:11003:9>
gcmin:lannonite	Lannonite	<https://www.mindat.org/1:1:2323:4>
gcmin:lansfordite	Lansfordite	<https://www.mindat.org/1:1:2324:1>
gcmin:lanthanite-ce	Lanthanite-(Ce)	<https://www.mindat.org/1:1:2325:8>
gcmin:lanthanite-la	Lanthanite-(La)	<https://www.mindat.org/1:1:2326:5>
gcmin:lanthanite-nd	Lanthanite-(Nd)	<https://www.mindat.org/1:1:2327:2>
gcmin:lapeyreite	Lapeyreite	<https://www.mindat.org/1:1:38830:2>
gcmin:laphamite	Laphamite	<https://www.mindat.org/1:1:2328:9>
gcmin:lapieite	Lapieite	<https://www.mindat.org/1:1:2329:6>
<https://w3id.org/geochem/1.0/mingroup/46742>	Lapieite Group	<https://www.mindat.org/1:1:46742:3>
gcmin:laplandite-ce	Laplandite-(Ce)	<https://www.mindat.org/1:1:2331:9>
gcmin:laptevite-ce	Laptevite-(Ce)	<https://www.mindat.org/1:1:42866:4>
gcmin:larderellite	Larderellite	<https://www.mindat.org/1:1:2332:6>
gcmin:larisaite	Larisaite	<https://www.mindat.org/1:1:26392:4>
gcmin:larnite	Larnite	<https://www.mindat.org/1:1:2333:3>
gcmin:larosite	Larosite	<https://www.mindat.org/1:1:2334:0>
gcmin:larsenite	Larsenite	<https://www.mindat.org/1:1:2335:7>
gcmin:lasalite	Lasalite	<https://www.mindat.org/1:1:31587:4>
gcmin:latiumite	Latiumite	<https://www.mindat.org/1:1:2336:4>
<https://w3id.org/geochem/1.0/mingroup/51839>	Latiumite Group	<https://www.mindat.org/1:1:51839:2>
gcmin:latrappite	Latrappite	<https://www.mindat.org/1:1:2337:1>
gcmin:laueite	Laueite	<https://www.mindat.org/1:1:2339:5>
<https://w3id.org/geochem/1.0/mingroup/29437>	Laueite Group	<https://www.mindat.org/1:1:29437:7>
<https://w3id.org/geochem/1.0/mingroup/46444>	Laueite Supergroup 	<https://www.mindat.org/1:1:46444:4>
gcmin:laumontite	Laumontite	<https://www.mindat.org/1:1:2340:1>
gcmin:launayite	Launayite	<https://www.mindat.org/1:1:2341:8>
gcmin:lauraniite	Lauraniite	<https://www.mindat.org/1:1:53839:6>
gcmin:laurelite	Laurelite	<https://www.mindat.org/1:1:2342:5>
gcmin:laurentianite	Laurentianite	<https://www.mindat.org/1:1:40272:7>
gcmin:laurionite	Laurionite	<https://www.mindat.org/1:1:2343:2>
gcmin:laurite	Laurite	<https://www.mindat.org/1:1:2344:9>
gcmin:lausenite	Lausenite	<https://www.mindat.org/1:1:2345:6>
gcmin:lautarite	Lautarite	<https://www.mindat.org/1:1:2346:3>
gcmin:lautenthalite	Lautenthalite	<https://www.mindat.org/1:1:2347:0>
gcmin:lautite	Lautite	<https://www.mindat.org/1:1:2348:7>
gcmin:lavendulan	Lavendulan	<https://www.mindat.org/1:1:2349:4>
<https://w3id.org/geochem/1.0/mingroup/39534>	Lavendulan Group	<https://www.mindat.org/1:1:39534:8>
gcmin:lavinskyite	Lavinskyite	<https://www.mindat.org/1:1:42860:0>
gcmin:lavoisierite	Lavoisierite	<https://www.mindat.org/1:1:42756:8>
gcmin:lavrentievite	Lavrentievite	<https://www.mindat.org/1:1:2350:0>
gcmin:lawrencite	Lawrencite	<https://www.mindat.org/1:1:2351:7>
<https://w3id.org/geochem/1.0/mingroup/32112>	Lawrencite Group	<https://www.mindat.org/1:1:32112:1>
gcmin:lawsonbauerite	Lawsonbauerite	<https://www.mindat.org/1:1:2352:4>
gcmin:lawsonite	Lawsonite	<https://www.mindat.org/1:1:2353:1>
<https://w3id.org/geochem/1.0/mingroup/46549>	Lawsonite Group	<https://www.mindat.org/1:1:46549:8>
gcmin:lazarenkoite	Lazarenkoite	<https://www.mindat.org/1:1:2354:8>
gcmin:lazaridisite	Lazaridisite	<https://www.mindat.org/1:1:43257:9>
gcmin:lazulite	Lazulite	<https://www.mindat.org/1:1:2356:2>
<https://w3id.org/geochem/1.0/mingroup/29301>	Lazulite Group	<https://www.mindat.org/1:1:29301:3>
gcmin:lazurite	Lazurite	<https://www.mindat.org/1:1:2357:9>
gcmin:lead	Lead	<https://www.mindat.org/1:1:2358:6>
gcmin:leadamalgam	Leadamalgam	<https://www.mindat.org/1:1:2360:9>
gcmin:leadhillite	Leadhillite	<https://www.mindat.org/1:1:2361:6>
<https://w3id.org/geochem/1.0/mingroup/43507>	Leakeite Root Name Group	<https://www.mindat.org/1:1:43507:1>
gcmin:lechatelierite	Lechatelierite	<https://www.mindat.org/1:1:2363:0>
gcmin:lecontite	Lecontite	<https://www.mindat.org/1:1:2364:7>
gcmin:lecoqite-y	Lecoqite-(Y)	<https://www.mindat.org/1:1:39973:3>
gcmin:leesite	Leesite	<https://www.mindat.org/1:1:50774:9>
gcmin:lefontite	Lefontite	<https://www.mindat.org/1:1:46518:8>
gcmin:legrandite	Legrandite	<https://www.mindat.org/1:1:2365:4>
gcmin:lehnerite	Lehnerite	<https://www.mindat.org/1:1:2367:8>
gcmin:leifite	Leifite	<https://www.mindat.org/1:1:2368:5>
<https://w3id.org/geochem/1.0/mingroup/39349>	Leifite Group	<https://www.mindat.org/1:1:39349:2>
gcmin:leightonite	Leightonite	<https://www.mindat.org/1:1:2369:2>
gcmin:leisingite	Leisingite	<https://www.mindat.org/1:1:7151:8>
gcmin:leiteite	Leiteite	<https://www.mindat.org/1:1:2370:8>
gcmin:lemanskiite	Lemanskiite	<https://www.mindat.org/1:1:9658:0>
<https://w3id.org/geochem/1.0/mingroup/46931>	Lemmleinite Group	<https://www.mindat.org/1:1:46931:5>
gcmin:lemmleinite-ba	Lemmleinite-Ba	<https://www.mindat.org/1:1:11440:6>
gcmin:lemmleinite-k	Lemmleinite-K	<https://www.mindat.org/1:1:7048:1>
gcmin:lemoynite	Lemoynite	<https://www.mindat.org/1:1:2371:5>
gcmin:lenaite	Lenaite	<https://www.mindat.org/1:1:2372:2>
gcmin:lengenbachite	Lengenbachite	<https://www.mindat.org/1:1:2373:9>
gcmin:leningradite	Leningradite	<https://www.mindat.org/1:1:2374:6>
gcmin:lennilenapeite	Lennilenapeite	<https://www.mindat.org/1:1:2375:3>
gcmin:lenoblite	Lenoblite	<https://www.mindat.org/1:1:2376:0>
gcmin:leogangite	Leogangite	<https://www.mindat.org/1:1:26518:0>
gcmin:leonardsenite	Leonardsenite	<https://www.mindat.org/1:1:42844:2>
gcmin:leonite	Leonite	<https://www.mindat.org/1:1:2377:7>
<https://w3id.org/geochem/1.0/mingroup/42039>	Leonite Group	<https://www.mindat.org/1:1:42039:8>
gcmin:lepersonnite-gd	Lepersonnite-(Gd)	<https://www.mindat.org/1:1:2378:4>
gcmin:lepidocrocite	Lepidocrocite	<https://www.mindat.org/1:1:2379:1>
