"name"
"E-W trending escarpment E of Desirade Is."
"E-W trending escarpment E of Antigua Is."
"E-W trending escarpment E of Barbados Is."
"E-W trending escarpment E of Anguilla Is."
"E-W trending escarpment N of Anguilla"
"E-W trending escarpment N of Sombrers Is."
"E-W trending escarpment N of the Sombrers Is."
"S wall of Puerto Rico Trench NE of Anegada Is."
"S wall of Puerto Rico trench NE of Anegada Is."
"S wall of Puerto Rico Trench N of U.S Virgin Is."
"S of the Puerto Rico trench N of U.S Virgin Is."
"S wall of Puerto Rico trench N of eastern end of P.R."
"S wall Puerto Rico Trench N of San Juan, Puerto Rico"
"S wall of Puerto Rico Trench N of central P.R."
"Seamount of S wall of Puerto Rico trench N of Mona Passage"
"S wall of Puerto Rico trench N of the Eastern end of Hispaniola"
"S wall of Puerto Rico trench N of eastern end of Hispaniola"
"N wall Puerto Rico Trench SE of Navidad shoal"
"North wall of Puerto Rico trench South East of Navidad shoal"
"N wall of Puerto Rico trench SE of Navidad shoal"
"N wall of Puerto Rico trench S of Navidad shoal"
"Steep SE, NW trending escarpment E of Navidad"
"Escarpment at the base of continental shelf of North Central Hispaniola"
"Escarpment on the S side of Windward passage"
"N wall of Cayman Trough S of Central Cuba"
"Steep NE-SW trending escarpment on S wall of Cayman Trench"
"N wall of Cayman Trench S side of Misteriosa Bank"
"NE of swan Is., Southern Cayman Trench"
"S wall of Cayman trench E of Swan Is."
"S wall of Cayman Trench E of Swan Is."
"NE of Cozumel Is."
"S. wall Cayman Trench"
"N. wall Cayman Trench"
"N. wall Caymen Trench"
"Near Misteriosa Bank"
"Eastward Bank of Mestriosa"
"Eastward Bank of Misteriosa"
"Florida Escarpment"
"Menorca Canyon S. of Menorca, W. Mediterranean"
"Menorca Canyon, S of Menorca, W. Mediterranean"
"Menorca Canyon, S of Menorca, W Mediterranean."
"Menorca Canyon, S of Menorca, W Mediterranean"
"Blanes Canyon."
"Blanes Canyon, off Barcelona, W Mediterranean."
"Malta, E Escarpment E. transect #1"
"Malta Escarp. E #2"
"Malta Escap. NE - N transect"
"Malta Escarp. NE-N Transect."
"Augusta Escarp. E Mediter."
"Augusta Escarp. E. Mediter."
"Cephealonia Escarp. S. of Ceplealonia, E Mediter."
"Auplia Escarp. Embayment on N. side."
"Xauen Bank center"
"north edge of Xauen Bank"
"top of Xauen Bank"
"SW flank Xauen Bank"
"NE slope of Xauen Bank"
"Xauen Bank slope of small canyon"
"north slope of Xauen Bank"
"NE base of slope Xauen Bank"
"southern hummocky slope of Xauen Bank"
"central 8fm depression on top of Xauen Bank"
"center top of Xauen Bank"
"Tofino Bank SW rim, steep slope"
"Alboran Ridge- Tofino Bank, hummocky"
"eastern base of hummocky slope of Xauen Bank"
"north slope near rim edge Xauen Bank"
"NW rim of Xauen Bank"
"SW rim of Xauen Bank"
"SE slope of Xauen Bank"
"Okupou, a small seamount 35 km NE of Macdonald"
"Ngaitapana, old seamount 85 km NE of Macdonald."
"West slope of Marotiri, target appears to be landslide deposit."
"Tipi seamount, north of Marotiri."
"Opu seamount, on the Taukina volcanic line at N edge of Australs region."
"Mata seamount on the Taukina volcanic line at N edge of Australs egion"
"Aureka volcanic ridge, north of Ra smt, on Ngatemato volcanic line."
"Faraire, 800m high seamount next to S base of Macdonald smt."
"Make smt, en echelon volcanic ridge N of Macdonald, on Ngatemato line."
"Evelyn smt. NE of Macdonald on Taukina volcanic line."
"Herema smt. NNE of Macdonald, on Taukina volcanic line."
"N. wall of Puerto Rico Trench."
"N. wall Puerto Rico Trench."
"N.E. Pacific- S. slope of Explorer Seamount."
"E.Pacific Rise-Mathematician Seamount."
"Crozet Basin."
"Broken Ridge S. Scarp"
"North West Pacific Basin-25° E. of Tokyo"
"N. Pacific - S. of the Aleutians"
"Parker Seamount."
"Patton Seamount Group"
"Gulf of Alaska"
"Pacific Ocean N. of Mendicino."
"Mendicino Escarpment."
"S. of the Murray Fracture zone"
"E. Central Pacific."
"E. Central Pacific"
"S. of the Clarion Fracture Zone."
"S. of Clarion Fracture Zone"
"Society Is."
"Central Pacific E. of Society Is."
"E. Pacific Rise."
"Caribbean Sea"
"N. Pacific ~ 300 miles N.E. of Hawaii"
"Erimo Seamount, N of Japan Trench"
"Tehuantapec Ridge."
"Medina Seamount."
"S.E. Flank of the Cocos Ridge."
"Coiba Ridge."
"Outer Flank of Mid-Atlantic Ridge S.E."
"Atlantic-Indian Ridge"
"Agulhas Plateau."
"Madagascar Ridge."
"W. side of Masearene Basin, E.N.E of Fort Dauphin."
"Rodriguez Fracture Zone N.E. of Mauritius."
"90-E. Ridge."
"N. side of Java Trench- S.E. of Sumatra."
"Emperor Seamounts."
"N. flank Aleutien Trench-between Komandorski and Attu Is."
"Bowers Ridge."
"Horton Guyot."
"E. flank of E. Pacific Rise."
"Falkland Is."
"Falkland Escarpment."
"Falkland Escarment."
"Amaghino Canyon-W. of Argentine Basin."
"Rio Grande Rise"
"Rio Grande Rise."
"Columbia Seamount Chain."
"Columbia Seamount"
"Columbia Seamount."
"Brazilian Basin."
"E. of Virgin Is."
"N of Nares Abyssal Plain."
"N. of Nares Abyssal Plain."
"N. of the Nares Abyssal Plain."
"Continental Slope Brazil."
"S. of the Nares Fracture Zone"
"N. of Kane Fracture Zone."
"N. wall of the Vema Fracture Zone."
"Upper slope, W side of Kerguelen Plateau."
"Upper Slopes of Continental Margin off Antarctica."
"Central Basin Fault; Phillipine Ridge."
"S. Peru, Chile Trench."
"Necker Ridge, Central portion, SE flank."
"Jaybee Guyot, Eflank of S. portion."
"On-Ridge Tozzet N-Flank"
"S.E. of Hemler Guyot."
"S.E. Flank of Hemler Guyot."
"Hemler Seamount, S. Flank."
"Small guyot N.W. of Hemler Guyot."
"S. scarp of E Broken Ridge-Old Russian Dredge Site."
"S. scarp of Broken Ridge near DSDP site 255."
"Broken Ridge: Upper part of scarp."
"S.W. part of the scarp on Broken Ridge."
"Small cone S. of Big One."
"Big One Seamount-2nd attempt."
"Intersection of Mar W. Rio Grande fracture zone.."
"Mar axis."
"Mar."
"Mar Axis."
"(Volcano) Seamount on axis- ""The Hump"""
"Plateau N. of Scotia Arc."
"Crest of West Rise of Trench off Chile Coast."
"S. wall of Cayman Trough."
"Cayman Trough-North Wall."
"Rise of Argentine Shelf."
"Bathyal Slope of Argentine Basin."
"Shelf off of Nova Scotia-N.E. Sable Is."
"S.W. of Sable Island off Nova Scotia."
"S.W. Sable Is."
"E. of Sable Is. on S.W, Edge of Cabot Strait."
"E. of Sable Is. on S.W. side of Cabot Strait Trough."
"E. of Sable Is.-S.W. corner of Cabot Strait ""stone fence"""
"S.W. corner of Cabot Strait-""Stone Fence"""
"E. of Sable Is. in S.W. corner of Cabot Strait near slope."
"Slope off shelf W. of Greenland."
"N.E. of Domino Pt. Newfoundland."
"290° W. of Cape St. George ~ 20 mi."
"Argentine Continental Shelf off La Plata River."
"Slope side, Edge of Continental shelf."
"Continental Slope."
"Antartic Continental Shelf off S. Shettland Is."
"Mid. Drake Passage."
"Drake Passage E. of Wollaston Is."
"Scotia Sea E. of Burdwood Bank."
"Near Tonga Trench."
"E of Tonga Trench-S. Pacific."
"W. wall of Tonga Trench-S. Pacific."
"Tonga Trench-S.Pacific"
"Tonga Trench-S. Pacific, Steep E. wall"
"Tonga Trench-S. Pacific E. wall."
"Slope of Manahiki Plateau-~600 mi ENE of Samoa-S. Pacific."
"top of Princess Cecile Seamount"
"S.W. Slope of Tuamatu Platform."
"E. center of E. Pacific Rise."
"Philippine Basin."
"N. American Basin."
"Baja California Seamount Province."
"Hawaiian Seamount Province."
"N of Clarion Fracture Zone"
"N part of Clarion Fracture Zone."
"Rift valley in N.W. Australian Basin."
"On Rio Grande Ridge."
"Side of Siboney Seamount."
"N. Pacific."
"N. Pacific-Murray Seascarp Region."
"N. of Kaui, Hawaii."
"E Equatorial Pacific."
"E. Equatorial Pacific."
"Brazilian Basin ""Colombia Seamount"" N. of Rio Grande."
"E. Flank of Mid Atlantic Ridge."
"Argentine Seamount."
"Walvis Ridge."
"Mid Atlantic Ridge off St. Helena ~2 mi."
"Basin SE. of Marcus- Nocker Ridge."
"Coral Sea."
"Rift Valley."
"E wall of Rift Valley."
"E wall of Rift Valley-Mid Atlantic Ridge."
"S.wall of fracture zone."
"Brazil Basin."
"Off the Is. of Surtsey."
"Iceland-Jan Mayen- Mid Ocean ridge."
"Iceland- Jan Mayen Mid ocean Ridge."
"Mohn's Ridge."
"Rockall Plateau."
"Seamount-Porcupine Abyssal Plain."
"Edge of Continental Shelf off Portugal."
"Edge of Continental Slope off Portugal."
"Tagus Canyon."
"Between Jan Mayen Ridge and Iceland Plateau."
"Greenland Fracture Zone."
"Rosemary Bank, N. of Rockwall Channel"
"Seamount in Rockall Channel."
"Seamount in Rockall channel."
"Western Equatorial Pacific."
"Marianas Trench, S. of Guam."
"Kyushu-Palau Ridge, Philippine Sea."
"N. Cocos Is."
"Crest of Mid-Indian Ocean Ridge."
"S. of Lamont Ridge."
"S. Atlantic, S. of Capetown."
"SE. of the Walvis Ridge."
"Seamount west of the Walvis Ridge."
"Walvis Ridge Crest."
"S. of Walvis Ridge."
"N. wall of St. Paul's F.Z."
"4° N Fracture Zone."
"S. Flank of St. Paul's FZ"
"Continental shelf N. of Scotland."
"Continental Shelf N. of Scotland."
"N. African Continental Margin off Mazagan, Moracco."
"N. African Continental Margin off Moracco."
"Argentine Continental Slope."
"Argentine Continental Slope"
"Aregntine Continental Slope."
"Mid-Atlantic Ridge Crest at 25° N."
"N. Pacific Basin."
"N.E Pacific Basin."
"N.E. Pacific Basin."
"Three Kings Rise."
"Southeast India Ridge."
"Southeast India Ridge, Discordant Zone."
"Southeast India Ridge, West of discordant zone."
"Wharton Basin."
"Owen Fracture zone."
"Owen Fracture Zone."
"Wheatley Deep."
"Wheatley Deep (west side)."
"S.W. flank of Eastern East Sheba ridge, Rift valley."
"E. Sheba Ridge."
"N. side of E. Sheba Ridge."
"Alula-Fartak Trench."
"Alula-Fartak Trench-Southern end."
"Allula-Fratak Trench S. end."
"Alula Fracture Zone. (Gulf of Aden)."
"Allula-Fartak Fracture Zone (Trench)."
"Alula-Fartak Trench (F.Z)"
"Alula-Fartak Trench, N. extremity."
"Gulf of Aden/ Small Transverse Ridge."
"Ridge axis Gulf of Aden."
"Okinawa Trough."
"Seamount, W Pacific Basin, NE of Iwojima."
"Golden Dragon Seamount, W. Pacific."
"Between Three Kings Rise and Norfolk Ridge."
"Fiji Plateau."
"W. Pacific, Near Marshall Is."
"W. Pacific, near Marshall Is."
"E. Mariana Basin."
"W. Mariana Ridge."
"Parece Vela Basin."
"Philippine Sea."
"Caroline Ridge."
"Sorol Trough, Caroline Sea."
"Soral Trough, Caroline Sea."
"Ayu Trough."
"W. side of Ayu Trough."
"Agulhas Plateau"
"S.E. Agulhas Plateau."
"Basement High; W. Agulhas Plateau."
"N. Agulhas Plateau."
"Central Basin Fault N. Scarp."
"Parece Uela Rift."
"W. of Parece Uela Rift."
"W. side Parece Uela Basin."
"W. half Parece Uela Rift."
"Near Fiji Is., S.E. of Viti Levu."
"S.W. Pacific, Louisville Seamount Chain."
"Louisville Seamount Chain, S.W. Pacific."
"S.W Pacific."
"S.W. Pacific."
"Upper part of inner wall Mussau Trench"
"Middle part of inner wall of Massau Trench."
"Central S. China Basin."
"S.W portion of S. China Basin."
"Submarine canyon, Liuguyan Gulf, Luzon."
"Northern of Liuguyan Gulf Submarine canyon."
"Canyon-N.W Luzon."
"Canyon N.E. of Luzon."
"Caguyan Submarine Canyon."
"Cagayan Canyon."
"Caguyan Canyon."
"West flank Gagua Ridge."
"West flank of Gagua Ridge."
"Scotia Arc N.E. of Falklands."
"NE-SW Canyon in Argentine Basin."
"Large canyon 290 mi SW of Penisula Valdes."
"Reykjanes Rigde."
"N. of Puerto Rico trench."
"S. Atlantic Abysall Plain."
"S. Atlantic Abyssal Plain."
"~630 mi. WNW of Tahiti-S. Pacific."
"S. Atlantic Abyssal Plain 300 m N. of S. Georgia"
"~650 mi. WNW of Tahiti - S.Pacific."
"Basin south of two branches of Indian Ridges."
"Uruguayan Continental Rise."
"60 mi. NW. of Livingston Is., S. Shetland."
"Drake Passage W. of S. Shetland Is."
"Bathyal Slope of Chile Shelf."
"Continental Rise off Palmer Archipelago."
"~580 mi. ENE of Somoa."
"~570 mi. ENE of Samoa."
"W. of Burdwood Bank"
"Bathyal Slope E. of Falklans"
"Bathyal Slope of Chile Continental Shelf."
"Continental Slope off Livingston Is., S. Shetland."
"Continental Rise off Chile coast."
"Antarctic Continental slope off Anvers Is."
"Magellan Strait off Wodsworth Bay, Desolation Is."
"Campeche Bank - G. of Mexico."
"E. side of Easter Is rise."
"Continental Slope W. of Magellan Strait."
"Antartic Shelf off Anvers Is. Palmer Peninsula."
"Argentine Continental slope off Point Deseado."
"Straits of Magellan off Cape Providence."
"S. flank of Cabot Strait."
"Magellan Straits Paso Tortuaso (Crooked Reach)"
"Continental Shelf off Livingston Is. S. Shetlands."
"Continental Shelf off Chui, Uruguay"
"Continental shelf-Chile, Off Golfo De Penas."
"Outer Edge of Argentine Shelf."
"Chile Shelf off of Boca Del Guafo."
"Magellan Straits off Fresh Water Bay"
"Continental Shelf E. of French Guiana."
"Continental Shelf off Point Deseado."
"Seaward edge of Argentine Continental Shelf off Point Deseado."
"Magellan Straits, Whiteside Canal."
"Argentine Continental Shelf off Point Deseado."
"Continental Rise off Chile coast. Off Golfo De Penas."
"S. of the Falkland Is."
"E. Entrance to Beagle Channel."
"straits of Belle Isle."
"N.E. of Sable Is."
"Continental Shelf off Chui, Uruguay."
"Bass Straits-S. Australia."
"Continental Shelf; E. Ent. to Magellan Straits."
"Atop Vema Seamount-off S.E. Africa."
"Mouth of Beagle Channel."
"Magellan Strait off Cape Pillar."
"Bass Straits - East End."
"Just off St. Pierre."
"Magellan Straits. Useless Bay"
"Ent. of Beagle Channel."
"Argentine Continental Shelf off Magellan Strait."
"Brazilian Continental Shelf N. of Recife."
"Magellan Straits, Second Narrows."
"Sarmiento Bank SW. of Cape Virgenes."
"rise, west of Australia"
"west of Subic Bay Luzon P.I."
"crop rotations of winter wheat-soybean/fallow"
"midslope"
"valley floor"
"Midslope"
"Sanak Island core"
"Tibetan Plateau"
"Changbaishan"
"Subduction zone, Aleutian islands"
"Greenland Ice Sheet"
"Terrace"
"new feature"
"Leslie"
"Coast"
"Reef"
"Arc Volcano"
"Triple Junction"
"elongate ridge"
"cinder cone flank"
"base of cinder cone"
"top of cinder cone"
"winnow dip slope, fines off surface"
"middle of cone"
"Hillslope"
"Barren Basin, Albany–Fraser Orogen"
"River valley"
"abyssal feature"
"ocean trench"
"basin"
"Chitina Glacier Terminus--Till"
"Upper Chitina River"
"Miogeocline"
"River systems"
"Kathmandu thrust sheet"
"sedimentary basin"
"Plateau"
"South China block strata"
"Basin"
"intracontinental basin"
"Creek bank"
"fault"
"volcanic pipe"
"Valley"
"Canyon"
"abyssal hill"
"Unconcolidated Alluvial Aquifer"
"bank"
"Mountain range"
