"locality","count"
"Location ID: HMW; Site: 1; Hole: A","1"
"Location ID: HMW; Site: 1; Hole: B","1"
"Location ID: HNH; Site: 1; Hole: A","1"
"Location ID: HNH; Site: 2; Hole: A","2"
"Location ID: HNH; Site: 3; Hole: A","2"
"Location ID: HNH; Site: 4; Hole: A","2"
"Location ID: HNH; Site: 5; Hole: A","1"
"Location ID: HNH; Site: 6; Hole: A","1"
"Location ID: HNSON; Site: 1; Hole: A","1"
"Location ID: HNSON; Site: 1; Hole: B","1"
"Location ID: HNSON; Site: 1; Hole: C","1"
"Location ID: HNTR; Site: 1; Hole: A","1"
"Location ID: HNTR; Site: 1; Hole: B","1"
"Location ID: HNY; Site: 1; Hole: A","1"
"Location ID: HOG; Site: 1; Hole: A","1"
"Location ID: HOG; Site: 1; Hole: B","1"
"Location ID: HOL; Site: 1; Hole: A","1"
"Location ID: HOL; Site: 2; Hole: A","1"
"Location ID: HOLM; Site: 1; Hole: A","2"
"Location ID: HOR; Site: 1; Hole: A","1"
"Location ID: HORM; Site: 2; Hole: A","2"
"Location ID: HORM; Site: 2; Hole: B","1"
"Location ID: HORM; Site: 2; Hole: C","1"
"Location ID: HORM; Site: 3; Hole: A","1"
"Location ID: HORM; Site: 3; Hole: B","1"
"Location ID: HORM; Site: 4; Hole: A","1"
"Location ID: HORM; Site: 4; Hole: B","1"
"Location ID: HORM; Site: 4; Hole: C","1"
"Location ID: HORN; Site: 1; Hole: A","1"
"Location ID: HORS; Site: 1; Hole: A","1"
"Location ID: HORSE; Site: 1; Hole: A","1"
"Location ID: HORX; Site: 1; Hole: A","1"
"Location ID: HORX; Site: 1; Hole: B","1"
"Location ID: HORX; Site: 1; Hole: C","1"
"Location ID: HORX; Site: 2; Hole: A","1"
"Location ID: HORX; Site: 2; Hole: B","1"
"Location ID: HORX; Site: 2; Hole: C","1"
"Location ID: HOT; Site: 1; Hole: A","1"
"Location ID: HOT; Site: 1; Hole: B","1"
"Location ID: HOT; Site: 1; Hole: C","1"
"Location ID: HOT; Site: 2; Hole: A","1"
"Location ID: HOT; Site: 2; Hole: B","1"
"Location ID: HOV; Site: 1; Hole: A","1"
"Location ID: HOV; Site: 1; Hole: B","1"
"Location ID: HOV; Site: 1; Hole: C","1"
"Location ID: HOV; Site: 1; Hole: D","1"
"Location ID: HOV; Site: 1; Hole: G","1"
"Location ID: HPE1; Site: 1; Hole: A","1"
"Location ID: HPE2; Site: 1; Hole: A","1"
"Location ID: HQTR; Site: 1; Hole: A","1"
"Location ID: HRDG; Site: 1; Hole: C","1"
"Location ID: HRDG; Site: 1; Hole: E","1"
"Location ID: HRS; Site: 1; Hole: A","1"
"Location ID: HRSE; Site: 1; Hole: A","1"
"Location ID: HRSH; Site: 1; Hole: A","2"
"Location ID: HS3; Site: 1; Hole: A","1"
"Location ID: HSCH; Site: 1; Hole: A","1"
"Location ID: HSCH; Site: 2; Hole: A","1"
"Location ID: HSCH; Site: 3; Hole: A","1"
"Location ID: HSE; Site: 1; Hole: A","1"
"Location ID: HSL33; Site: 1; Hole: A","1"
"Location ID: HSLR; Site: 1; Hole: A","1"
"Location ID: HSLR; Site: 1; Hole: B","1"
"Location ID: HSLR; Site: 1; Hole: C","1"
"Location ID: HSLR; Site: 1; Hole: D","1"
"Location ID: HSLR; Site: 1; Hole: E","1"
"Location ID: HSLR; Site: 1; Hole: F","1"
"Location ID: HSLR; Site: 1; Hole: G","1"
"Location ID: HSLR; Site: 1; Hole: H","1"
"Location ID: HSS; Site: 1; Hole: A","1"
"Location ID: HST; Site: 1; Hole: A","1"
"Location ID: HST; Site: 1; Hole: B","1"
"Location ID: HST; Site: 1; Hole: C","1"
"Location ID: HST; Site: 1; Hole: D","1"
"Location ID: HST; Site: 2; Hole: A","1"
"Location ID: HST; Site: 2; Hole: B","1"
"Location ID: HSW; Site: 1; Hole: A","1"
"Location ID: HT; Site: 1; Hole: C","1"
"Location ID: HT; Site: 1; Hole: D","1"
"Location ID: HUNT; Site: 1; Hole: A","1"
"Location ID: HUR; Site: 1; Hole: A","1"
"Location ID: HUR; Site: 1; Hole: B","1"
"Location ID: HVT; Site: 1; Hole: A","5"
"Location ID: HVT; Site: 1; Hole: B","3"
"Location ID: HVT; Site: 10; Hole: A","3"
"Location ID: HVT; Site: 10; Hole: B","1"
"Location ID: HVT; Site: 11; Hole: A","2"
"Location ID: HVT; Site: 11; Hole: B","1"
"Location ID: HVT; Site: 12; Hole: A","3"
"Location ID: HVT; Site: 13; Hole: A","2"
"Location ID: HVT; Site: 14; Hole: A","2"
"Location ID: HVT; Site: 14; Hole: B","1"
"Location ID: HVT; Site: 15; Hole: A","1"
"Location ID: HVT; Site: 2; Hole: A","4"
"Location ID: HVT; Site: 2; Hole: B","2"
"Location ID: HVT; Site: 2; Hole: C","2"
"Location ID: HVT; Site: 3; Hole: A","5"
"Location ID: HVT; Site: 3; Hole: B","3"
"Location ID: HVT; Site: 3; Hole: C","1"
"Location ID: HVT; Site: 4; Hole: A","5"
"Location ID: HVT; Site: 4; Hole: B","2"
"Location ID: HVT; Site: 4; Hole: C","2"
"Location ID: HVT; Site: 5; Hole: A","5"
"Location ID: HVT; Site: 5; Hole: B","1"
"Location ID: HVT; Site: 6; Hole: A","5"
"Location ID: HVT; Site: 6; Hole: B","1"
"Location ID: HVT; Site: 7; Hole: A","3"
"Location ID: HVT; Site: 7; Hole: B","2"
"Location ID: HVT; Site: 7; Hole: C","1"
"Location ID: HVT; Site: 8; Hole: A","2"
"Location ID: HVT; Site: 8; Hole: B","1"
"Location ID: HVT; Site: 8; Hole: C","1"
"Location ID: HVT; Site: 9; Hole: A","3"
"Location ID: HVT; Site: 9; Hole: B","2"
"Location ID: HYB; Site: 1; Hole: A","2"
"Location ID: HYB; Site: 1; Hole: B","1"
"Location ID: ICE; Site: 1; Hole: A","2"
"Location ID: ICE; Site: 1; Hole: B","1"
"Location ID: ICE; Site: 10; Hole: A","1"
"Location ID: ICE; Site: 2; Hole: A","1"
"Location ID: ICE; Site: 2; Hole: C","1"
"Location ID: ICE; Site: 2; Hole: D","1"
"Location ID: ICE; Site: 2; Hole: F","1"
"Location ID: ICE; Site: 2; Hole: I","1"
"Location ID: ICE; Site: 3; Hole: A","1"
"Location ID: ICE; Site: 4; Hole: A","1"
"Location ID: ICE; Site: 5; Hole: A","1"
"Location ID: ICE; Site: 6; Hole: A","1"
"Location ID: ICE; Site: 7; Hole: A","1"
"Location ID: ICE; Site: 9; Hole: A","1"
"Location ID: ICL; Site: 1; Hole: A","1"
"Location ID: ICL; Site: 1; Hole: B","1"
"Location ID: IFL; Site: 1; Hole: A","1"
"Location ID: IFL; Site: 1; Hole: B","1"
"Location ID: IFL; Site: 1; Hole: C","1"
"Location ID: IK; Site: 1; Hole: A","3"
"Location ID: IK; Site: 10; Hole: A","3"
"Location ID: IK; Site: 10; Hole: B","1"
"Location ID: IK; Site: 11; Hole: A","2"
"Location ID: IK; Site: 11; Hole: B","1"
"Location ID: IK; Site: 12; Hole: A","1"
"Location ID: IK; Site: 12; Hole: C","1"
"Location ID: IK; Site: 13; Hole: B","1"
"Location ID: IK; Site: 14; Hole: A","1"
"Location ID: IK; Site: 15; Hole: A","1"
"Location ID: IK; Site: 16; Hole: A","1"
"Location ID: IK; Site: 17; Hole: A","1"
"Location ID: IK; Site: 18; Hole: A","1"
"Location ID: IK; Site: 19; Hole: A","1"
"Location ID: IK; Site: 2; Hole: A","2"
"Location ID: IK; Site: 2; Hole: B","1"
"Location ID: IK; Site: 20; Hole: A","1"
"Location ID: IK; Site: 3; Hole: A","2"
"Location ID: IK; Site: 3; Hole: D","1"
"Location ID: IK; Site: 4; Hole: A","2"
"Location ID: IK; Site: 4; Hole: B","1"
"Location ID: IK; Site: 5; Hole: A","3"
"Location ID: IK; Site: 6; Hole: A","1"
"Location ID: IK; Site: 6; Hole: B","1"
"Location ID: IK; Site: 7; Hole: A","1"
"Location ID: IK; Site: 7; Hole: B","1"
"Location ID: IK; Site: 8; Hole: A","1"
"Location ID: IK; Site: 8; Hole: B","1"
"Location ID: IK; Site: 9; Hole: A","1"
"Location ID: IK; Site: 9; Hole: B","1"
"Location ID: IKWE; Site: 1; Hole: A","1"
"Location ID: INA; Site: 1; Hole: A","1"
"Location ID: IND; Site: 1; Hole: A","1"
"Location ID: IND; Site: 1; Hole: B","1"
"Location ID: IND; Site: 2; Hole: A","1"
"Location ID: IND; Site: 2; Hole: B","1"
"Location ID: IND; Site: 3; Hole: A","1"
"Location ID: IND; Site: 3; Hole: B","1"
"Location ID: IND; Site: 3; Hole: C","1"
"Location ID: IND; Site: 3; Hole: D","1"
"Location ID: IND; Site: 3; Hole: E","1"
"Location ID: INGH; Site: 1; Hole: A","1"
"Location ID: IOWA; Site: 1; Hole: A","1"
"Location ID: ISCAY; Site: 1; Hole: A","1"
"Location ID: ISCAY; Site: 1; Hole: B","1"
"Location ID: ISCAY; Site: 1; Hole: C","1"
"Location ID: ISCAY; Site: 2; Hole: A","1"
"Location ID: ISCAY; Site: 2; Hole: B","1"
"Location ID: ISL; Site: 1; Hole: A","1"
"Location ID: ISL; Site: 2; Hole: A","1"
"Location ID: ISLAND; Site: 1; Hole: A","2"
"Location ID: ISLI; Site: 1; Hole: A","1"
"Location ID: ISLR; Site: 1; Hole: A","1"
"Location ID: ISLR; Site: 1; Hole: B","1"
"Location ID: ISLR; Site: 1; Hole: C","1"
"Location ID: ISLR; Site: 2; Hole: A","1"
"Location ID: ISLR; Site: 2; Hole: B","1"
"Location ID: ISLR; Site: 2; Hole: C","1"
"Location ID: ISLR; Site: 3; Hole: A","1"
"Location ID: ISLR; Site: 3; Hole: B","1"
"Location ID: ITA; Site: 1; Hole: A","4"
"Location ID: ITA; Site: 1; Hole: B","1"
"Location ID: ITA; Site: 2; Hole: A","2"
"Location ID: ITA; Site: 3; Hole: A","1"
"Location ID: ITA; Site: 4; Hole: A","1"
"Location ID: ITA; Site: 5; Hole: A","1"
"Location ID: JAE; Site: 1; Hole: A","1"
"Location ID: JAE; Site: 2; Hole: A","1"
"Location ID: JAE; Site: 2; Hole: B","1"
"Location ID: JAE; Site: 3; Hole: A","1"
"Location ID: JAE; Site: 4; Hole: A","1"
"Location ID: JAE; Site: 5; Hole: A","1"
"Location ID: JAHUA; Site: 1; Hole: A","1"
"Location ID: JAHUA; Site: 1; Hole: B","1"
"Location ID: JAHUA; Site: 1; Hole: C","1"
"Location ID: JAICO; Site: 1; Hole: A","1"
"Location ID: JAICO; Site: 1; Hole: B","1"
"Location ID: JAICO; Site: 1; Hole: C","1"
"Location ID: JAKE; Site: 1; Hole: A","1"
"Location ID: JAS; Site: 1; Hole: A","1"
"Location ID: JAS; Site: 2; Hole: A","1"
"Location ID: JAS; Site: 2; Hole: B","1"
"Location ID: JAX; Site: 1; Hole: A","1"
"Location ID: JAX; Site: 1; Hole: B","1"
"Location ID: JD; Site: 1; Hole: B","1"
"Location ID: JD; Site: 1; Hole: C","1"
"Location ID: JD; Site: 2; Hole: A","1"
"Location ID: JD; Site: 2; Hole: C","1"
"Location ID: JD; Site: 3; Hole: A","1"
"Location ID: JD; Site: 3; Hole: C","1"
"Location ID: JEN; Site: 1; Hole: A","1"
"Location ID: JEN; Site: 1; Hole: B","1"
"Location ID: JEN; Site: 1; Hole: C","1"
"Location ID: JEN; Site: 1; Hole: D","1"
"Location ID: JEN; Site: 2; Hole: A","2"
"Location ID: JEN; Site: 2; Hole: B","1"
"Location ID: JEN; Site: 2; Hole: C","1"
"Location ID: JEN; Site: 2; Hole: D","1"
"Location ID: JEN; Site: 2; Hole: E","1"
"Location ID: JEN; Site: 3; Hole: A","1"
"Location ID: JEN; Site: 3; Hole: B","1"
"Location ID: JEN; Site: 4; Hole: A","1"
"Location ID: JH; Site: 1; Hole: A","1"
"Location ID: JH; Site: 1; Hole: B","1"
"Location ID: JH; Site: 1; Hole: C","1"
"Location ID: JHNS; Site: 1; Hole: A","1"
"Location ID: JL; Site: 1; Hole: A","1"
"Location ID: JL; Site: 1; Hole: B","1"
"Location ID: JL; Site: 2; Hole: A","1"
"Location ID: JL; Site: 2; Hole: B","1"
"Location ID: JLB; Site: 3; Hole: A","1"
"Location ID: JMSM; Site: 1; Hole: A","1"
"Location ID: JNE; Site: 1; Hole: A","1"
"Location ID: JNE; Site: 10; Hole: A","1"
"Location ID: JNE; Site: 11; Hole: A","1"
"Location ID: JNE; Site: 11; Hole: B","1"
"Location ID: JNE; Site: 14; Hole: A","1"
"Location ID: JNE; Site: 15; Hole: A","1"
"Location ID: JNE; Site: 16; Hole: A","1"
"Location ID: JNE; Site: 4; Hole: A","1"
"Location ID: JNE; Site: 5; Hole: A","1"
"Location ID: JNE; Site: 6; Hole: A","1"
"Location ID: JNE; Site: 7; Hole: A","1"
"Location ID: JNS; Site: 1; Hole: A","1"
"Location ID: JNS; Site: 1; Hole: B","1"
"Location ID: JNY; Site: 1; Hole: B","1"
"Location ID: JNY; Site: 1; Hole: C","1"
"Location ID: JO; Site: 1; Hole: A","1"
"Location ID: JOE; Site: 1; Hole: A","1"
"Location ID: JOEM; Site: 1; Hole: A","1"
"Location ID: JOEM; Site: 1; Hole: B","1"
"Location ID: JOEM; Site: 1; Hole: C","1"
"Location ID: JOEM; Site: 2; Hole: A","1"
"Location ID: JOEM; Site: 2; Hole: B","1"
"Location ID: JOEM; Site: 2; Hole: C","1"
"Location ID: JON; Site: 1; Hole: A","1"
"Location ID: JON; Site: 1; Hole: B","1"
"Location ID: JONE; Site: 1; Hole: A","1"
"Location ID: JONE; Site: 1; Hole: B","1"
"Location ID: JOS; Site: 1; Hole: A","3"
"Location ID: JOS; Site: 1; Hole: B","1"
"Location ID: JOS; Site: 1; Hole: C","1"
"Location ID: JOS; Site: 1; Hole: D","1"
"Location ID: JOS; Site: 2; Hole: A","2"
"Location ID: JOS; Site: 2; Hole: B","1"
"Location ID: JS; Site: 2; Hole: A","1"
"Location ID: JS; Site: 3; Hole: A","1"
"Location ID: JSM; Site: 1; Hole: A","1"
"Location ID: JUAN; Site: 1; Hole: A","1"
"Location ID: JUAN; Site: 2; Hole: A","1"
"Location ID: JUAN; Site: 2; Hole: B","1"
"Location ID: JUB; Site: 1; Hole: A","1"
"Location ID: JUB; Site: 1; Hole: B","1"
"Location ID: JUB; Site: 2; Hole: A","1"
"Location ID: JUB; Site: 2; Hole: B","1"
"Location ID: JUN; Site: 1; Hole: A","2"
"Location ID: JUN; Site: 1; Hole: B","1"
"Location ID: JUN; Site: 1; Hole: C","1"
"Location ID: JUN; Site: 1; Hole: D","1"
"Location ID: JUN; Site: 1; Hole: E","1"
"Location ID: JUN; Site: 1; Hole: F","1"
"Location ID: JUN; Site: 1; Hole: G","1"
"Location ID: JUN; Site: 10; Hole: A","1"
"Location ID: JUN; Site: 10; Hole: B","1"
"Location ID: JUN; Site: 2; Hole: A","1"
"Location ID: JUN; Site: 2; Hole: B","1"
"Location ID: JUN; Site: 2; Hole: C","1"
"Location ID: JUN; Site: 3; Hole: A","1"
"Location ID: JUN; Site: 3; Hole: B","1"
"Location ID: JUN; Site: 3; Hole: C","1"
"Location ID: JUN; Site: 4; Hole: A","1"
"Location ID: JUN; Site: 4; Hole: B","1"
"Location ID: JUN; Site: 4; Hole: C","1"
"Location ID: JUN; Site: 5; Hole: A","1"
"Location ID: JUN; Site: 5; Hole: B","1"
"Location ID: JUN; Site: 5; Hole: C","1"
"Location ID: JUN; Site: 6; Hole: A","1"
"Location ID: JUN; Site: 6; Hole: B","1"
"Location ID: JUN; Site: 6; Hole: C","1"
"Location ID: JUN; Site: 6; Hole: D","1"
"Location ID: JUN; Site: 6; Hole: E","1"
"Location ID: JUN; Site: 7; Hole: A","1"
"Location ID: JUN; Site: 7; Hole: B","1"
"Location ID: JUN; Site: 7; Hole: C","1"
"Location ID: JUN; Site: 8; Hole: A","1"
"Location ID: JUN; Site: 9; Hole: A","1"
"Location ID: JUN; Site: 9; Hole: B","1"
"Location ID: K25; Site: 1; Hole: B","1"
"Location ID: K5; Site: 1; Hole: A","1"
"Location ID: K5; Site: 1; Hole: B","1"
"Location ID: K5; Site: 2; Hole: C","1"
"Location ID: K5; Site: 2; Hole: D","1"
"Location ID: K6; Site: 1; Hole: A","1"
"Location ID: K6; Site: 1; Hole: B","1"
"Location ID: K6; Site: 2; Hole: C","1"
"Location ID: K6; Site: 2; Hole: D","1"
"Location ID: K6; Site: 2; Hole: E","1"
"Location ID: KAB; Site: 1; Hole: A","2"
"Location ID: KAB; Site: 1; Hole: B","2"
"Location ID: KAB; Site: 2; Hole: A","2"
"Location ID: KAB; Site: 2; Hole: B","2"
"Location ID: KAB; Site: 3; Hole: A","1"
"Location ID: KAB; Site: 3; Hole: B","1"
"Location ID: KAB; Site: 4; Hole: A","1"
"Location ID: KAB; Site: 4; Hole: B","1"
"Location ID: KAB; Site: 5; Hole: A","1"
"Location ID: KAN; Site: 1; Hole: A","1"
"Location ID: KAN; Site: 2; Hole: A","1"
"Location ID: KAN; Site: 3; Hole: A","1"
"Location ID: KAN; Site: 4; Hole: A","1"
"Location ID: KAN; Site: 5; Hole: A","1"
"Location ID: KAO; Site: 1; Hole: A","2"
"Location ID: KAO; Site: 1; Hole: B","1"
"Location ID: KAO; Site: 1; Hole: C","1"
"Location ID: KAO; Site: 2; Hole: A","1"
"Location ID: KAO; Site: 2; Hole: B","1"
"Location ID: KAO; Site: 3; Hole: A","2"
"Location ID: KAO; Site: 4; Hole: A","1"
"Location ID: KAO; Site: 6; Hole: A","1"
"Location ID: KAP; Site: 1; Hole: A","1"
"Location ID: KAP; Site: 1; Hole: D","1"
"Location ID: KAR; Site: 1; Hole: A","1"
"Location ID: KAR; Site: 1; Hole: B","1"
"Location ID: KAR; Site: 2; Hole: A","1"
"Location ID: KAS; Site: 1; Hole: A","2"
"Location ID: KATH; Site: 1; Hole: A","1"
"Location ID: KAWI; Site: 1; Hole: A","1"
"Location ID: KEEL; Site: 1; Hole: A","1"
"Location ID: KEGO; Site: 1; Hole: A","1"
"Location ID: KEGO; Site: 1; Hole: B","1"
"Location ID: KEK; Site: 1; Hole: A","1"
"Location ID: KEK; Site: 1; Hole: B","1"
"Location ID: KEKL; Site: 1; Hole: A","1"
"Location ID: KEKL; Site: 1; Hole: B","1"
"Location ID: KELLY; Site: 1; Hole: A","1"
"Location ID: KET; Site: 1; Hole: A","1"
"Location ID: KET; Site: 1; Hole: B","1"
"Location ID: KHL; Site: 1; Hole: A","1"
"Location ID: KHL; Site: 1; Hole: B","1"
"Location ID: KHL; Site: 1; Hole: C","1"
"Location ID: KHL; Site: 1; Hole: D","1"
"Location ID: KHL; Site: 2; Hole: A","1"
"Location ID: KHL; Site: 2; Hole: B","1"
"Location ID: KHO; Site: 1; Hole: A","1"
"Location ID: KHO; Site: 1; Hole: B","1"
"Location ID: KIB; Site: 1; Hole: A","2"
"Location ID: KIB; Site: 2; Hole: A","1"
"Location ID: KIDI; Site: 1; Hole: B","1"
"Location ID: KILL; Site: 1; Hole: A","1"
"Location ID: KILL; Site: 1; Hole: C","1"
"Location ID: KILL; Site: 1; Hole: D","1"
"Location ID: KIM; Site: 1; Hole: A","1"
"Location ID: KIM; Site: 1; Hole: B","1"
"Location ID: KIRC; Site: 1; Hole: A","2"
"Location ID: KIRC; Site: 1; Hole: B","1"
"Location ID: KIRC; Site: 2; Hole: A","1"
"Location ID: KIRC; Site: 3; Hole: A","1"
"Location ID: KIRK; Site: 1; Hole: A","1"
"Location ID: KIT; Site: 1; Hole: A","3"
"Location ID: KIT; Site: 2; Hole: A","1"
"Location ID: KIT25; Site: 1; Hole: A","1"
"Location ID: KIT26; Site: 1; Hole: A","1"
"Location ID: KIT27; Site: 1; Hole: A","1"
"Location ID: KIT28; Site: 1; Hole: A","1"
"Location ID: KIT29; Site: 1; Hole: A","1"
"Location ID: KIT30; Site: 1; Hole: A","1"
"Location ID: KIT31; Site: 1; Hole: A","1"
"Location ID: KIT32; Site: 1; Hole: A","1"
"Location ID: KIT33; Site: 1; Hole: A","1"
"Location ID: KIT34; Site: 1; Hole: A","1"
"Location ID: KIT35; Site: 1; Hole: A","1"
"Location ID: KIT35; Site: 1; Hole: B","1"
"Location ID: KIT36; Site: 1; Hole: A","1"
"Location ID: KIT37; Site: 1; Hole: A","1"
"Location ID: KIT38; Site: 1; Hole: A","1"
"Location ID: KIT39; Site: 1; Hole: A","1"
"Location ID: KIT40; Site: 1; Hole: A","1"
"Location ID: KIT40; Site: 1; Hole: B","1"
"Location ID: KIT40; Site: 1; Hole: C","1"
"Location ID: KIT40; Site: 1; Hole: D","1"
"Location ID: KIT41; Site: 1; Hole: A","1"
"Location ID: KIT42; Site: 1; Hole: A","1"
"Location ID: KIT43; Site: 1; Hole: A","1"
"Location ID: KIT44; Site: 1; Hole: A","1"
"Location ID: KIT45; Site: 1; Hole: A","1"
"Location ID: KIT46; Site: 1; Hole: A","1"
"Location ID: KIT47; Site: 1; Hole: A","1"
"Location ID: KIT48; Site: 1; Hole: A","1"
"Location ID: KIT49; Site: 1; Hole: A","1"
"Location ID: KIT50; Site: 1; Hole: A","1"
"Location ID: KIT51; Site: 1; Hole: A","1"
"Location ID: KIT52; Site: 1; Hole: A","1"
"Location ID: KIT53; Site: 1; Hole: A","1"
"Location ID: KIT53; Site: 1; Hole: B","1"
"Location ID: KIT54; Site: 1; Hole: A","1"
"Location ID: KIT55; Site: 1; Hole: A","1"
"Location ID: KIT56; Site: 1; Hole: A","1"
"Location ID: KIT57; Site: 1; Hole: A","1"
"Location ID: KIT58; Site: 1; Hole: A","1"
"Location ID: KIT59; Site: 1; Hole: A","1"
"Location ID: KIT60; Site: 1; Hole: A","1"
"Location ID: KIT61; Site: 1; Hole: A","1"
"Location ID: KIT62; Site: 1; Hole: A","1"
"Location ID: KIT63; Site: 1; Hole: A","1"
"Location ID: KIT64; Site: 1; Hole: A","1"
"Location ID: KIVU; Site: 1; Hole: A","2"
"Location ID: KIVU; Site: 10; Hole: A","2"
"Location ID: KIVU; Site: 10; Hole: B","1"
"Location ID: KIVU; Site: 11; Hole: A","2"
"Location ID: KIVU; Site: 11; Hole: B","1"
"Location ID: KIVU; Site: 12; Hole: A","2"
"Location ID: KIVU; Site: 12; Hole: B","1"
"Location ID: KIVU; Site: 12; Hole: C","1"
"Location ID: KIVU; Site: 13; Hole: A","2"
"Location ID: KIVU; Site: 13; Hole: B","1"
"Location ID: KIVU; Site: 14; Hole: A","2"
"Location ID: KIVU; Site: 14; Hole: B","1"
"Location ID: KIVU; Site: 15; Hole: A","2"
"Location ID: KIVU; Site: 15; Hole: B","2"
"Location ID: KIVU; Site: 16; Hole: A","1"
"Location ID: KIVU; Site: 16; Hole: B","1"
"Location ID: KIVU; Site: 16; Hole: C","1"
"Location ID: KIVU; Site: 17; Hole: A","1"
"Location ID: KIVU; Site: 17; Hole: B","2"
"Location ID: KIVU; Site: 17; Hole: C","1"
"Location ID: KIVU; Site: 17; Hole: D","1"
"Location ID: KIVU; Site: 18; Hole: A","1"
"Location ID: KIVU; Site: 18; Hole: B","2"
"Location ID: KIVU; Site: 19; Hole: A","1"
"Location ID: KIVU; Site: 19; Hole: B","2"
"Location ID: KIVU; Site: 2; Hole: A","2"
"Location ID: KIVU; Site: 20; Hole: A","1"
"Location ID: KIVU; Site: 20; Hole: B","1"
"Location ID: KIVU; Site: 3; Hole: A","2"
"Location ID: KIVU; Site: 4; Hole: A","2"
"Location ID: KIVU; Site: 4; Hole: B","1"
"Location ID: KIVU; Site: 5; Hole: A","2"
"Location ID: KIVU; Site: 6; Hole: A","2"
"Location ID: KIVU; Site: 6; Hole: B","1"
"Location ID: KIVU; Site: 6; Hole: C","1"
"Location ID: KIVU; Site: 7; Hole: A","2"
"Location ID: KIVU; Site: 8; Hole: A","2"
"Location ID: KIVU; Site: 8; Hole: B","1"
"Location ID: KIVU; Site: 9; Hole: A","2"
"Location ID: KJK; Site: 1; Hole: A","1"
"Location ID: KJK; Site: 1; Hole: B","1"
"Location ID: KKLS; Site: 1; Hole: A","1"
"Location ID: KLAK; Site: 1; Hole: A","1"
"Location ID: KLIN; Site: 1; Hole: A","2"
"Location ID: KLIN; Site: 2; Hole: A","1"
"Location ID: KONG; Site: 1; Hole: A","1"
"Location ID: KOT; Site: 1; Hole: A","1"
"Location ID: KOT; Site: 2; Hole: A","1"
"Location ID: KP; Site: 1; Hole: A","1"
"Location ID: KP; Site: 1; Hole: B","1"
"Location ID: KP; Site: 1; Hole: C","1"
"Location ID: KR; Site: 1; Hole: A","1"
"Location ID: KR; Site: 2; Hole: A","1"
"Location ID: KR; Site: 2; Hole: B","1"
"Location ID: KR; Site: 3; Hole: A","1"
"Location ID: KR; Site: 4; Hole: A","1"
"Location ID: KR; Site: 5; Hole: A","1"
"Location ID: KRON; Site: 1; Hole: A","2"
"Location ID: KU; Site: 1; Hole: A","1"
"Location ID: KU; Site: 1; Hole: B","1"
"Location ID: KU; Site: 1; Hole: D","1"
"Location ID: KU; Site: 2; Hole: A","1"
"Location ID: KU; Site: 2; Hole: B","1"
"Location ID: KU; Site: 2; Hole: C","1"
"Location ID: KU; Site: 3; Hole: A","1"
"Location ID: KU; Site: 4; Hole: A","1"
"Location ID: KUL; Site: 1; Hole: A","1"
"Location ID: KUL; Site: 1; Hole: B","1"
"Location ID: KUL; Site: 1; Hole: C","1"
"Location ID: KYL; Site: 1; Hole: A","1"
"Location ID: KYL; Site: 1; Hole: B","1"
"Location ID: KYL; Site: 1; Hole: C","1"
"Location ID: KYL; Site: 1; Hole: D","1"
"Location ID: KYL; Site: 1; Hole: E","1"
"Location ID: LAB; Site: 1; Hole: A","1"
"Location ID: LAB; Site: 4; Hole: A","1"
"Location ID: LAB; Site: 4; Hole: B","1"
"Location ID: LAB; Site: 4; Hole: C","1"
"Location ID: LACU; Site: 1; Hole: A","1"
"Location ID: LACU; Site: 2; Hole: A","1"
"Location ID: LACU; Site: 3; Hole: A","1"
"Location ID: LADI; Site: 1; Hole: A","2"
"Location ID: LADI; Site: 1; Hole: B","1"
"Location ID: LADI; Site: 1; Hole: C","1"
"Location ID: LADI; Site: 1; Hole: D","1"
"Location ID: LADI; Site: 2; Hole: A","2"
"Location ID: LAG; Site: 1; Hole: A","1"
"Location ID: LAGN; Site: 1; Hole: A","1"
"Location ID: LAGN; Site: 1; Hole: B","1"
"Location ID: LAHI; Site: 1; Hole: A","1"
"Location ID: LAHI; Site: 1; Hole: B","1"
"Location ID: LAHI; Site: 1; Hole: C","1"
"Location ID: LAHI; Site: 1; Hole: D","1"
"Location ID: LAHI; Site: 2; Hole: A","1"
"Location ID: LAHI; Site: 3; Hole: A","1"
"Location ID: LAHI; Site: 3; Hole: B","1"
"Location ID: LALO; Site: 1; Hole: A","1"
"Location ID: LALO; Site: 2; Hole: A","1"
"Location ID: LALO; Site: 3; Hole: A","1"
"Location ID: LALO; Site: 4; Hole: A","1"
"Location ID: LALO; Site: 5; Hole: A","1"
"Location ID: LAST; Site: 1; Hole: A","1"
"Location ID: LAST; Site: 1; Hole: B","1"
"Location ID: LAST; Site: 1; Hole: C","1"
"Location ID: LAST; Site: 1; Hole: D","1"
"Location ID: LAST; Site: 2; Hole: A","1"
"Location ID: LAST; Site: 2; Hole: B","1"
"Location ID: LATVK; Site: 1; Hole: A","1"
"Location ID: LATVK; Site: 2; Hole: A","1"
"Location ID: LATVK; Site: 3; Hole: A","1"
"Location ID: LATVK; Site: 4; Hole: A","1"
"Location ID: LAW; Site: 1; Hole: A","2"
"Location ID: LAW; Site: 10; Hole: A","1"
"Location ID: LAW; Site: 11; Hole: A","1"
"Location ID: LAW; Site: 12; Hole: A","1"
"Location ID: LAW; Site: 13; Hole: A","1"
