"primary_location_name","count"
"Mountain Queen Mine","1"
"Mountain Range","1"
"Mountain Spring Mine","6"
"Mountain Springs Deposit","1"
"Mountain Top Mine","1"
"Mountain Valley Mine","3"
"Mountain View Mine","6"
"Mountfield Mine","1"
"Mountian Mine","1"
"Mountsorrel Complex","12"
"Mouson Quarry","1"
"Moustik seamount","11"
"Mouth of Mississippi River","1"
"Mowanatauck Mine","1"
"Mowbray mine","1"
"Mowry Mine","7"
"Moxie Pluton","280"
"Moyer Hill","1"
"Moyer Mine","9"
"Moyer Mine, Level 2, No. 9 Stope (Not Far From)","1"
"Moyer Shaft Mine","1"
"Moynahan Mine","2"
"Moyotepe","1"
"Moyuta","16"
"Mozier District","1"
"MPAD","2"
"Mpororo Tungsten Deposit","1"
"Mr Pan's Prospect","1"
"Mr. Gorecki","16"
"Mrak Pit No. 2","2"
"Mrs Anne Smith Quarry","1"
"Mrs. E Deluce-Dome Mine","1"
"Mrs. E. Deluce Dome Mine","1"
"Mt Ascutney","1"
"Mt Ascutney Dist","3"
"Mt Baker National Forest","45"
"Mt Belle Mine","2"
"Mt Belvediere","1"
"Mt Con Mine","1"
"Mt Desert Granite Co Quarry","1"
"Mt Desert Island","4"
"Mt Eden Quarry","1"
"Mt Emma","1"
"Mt Falconer Pluton","4"
"Mt Hampton","26"
"Mt Horeb Church Kimberlite","3"
"Mt Lincoln","4"
"Mt Luopakte, Lappland","12"
"Mt Malosa","1"
"Mt Marecocco Quarry","3"
"Mt Mica","3"
"Mt Pelota","1"
"Mt Peylene Quarry","3"
"Mt Piddington","1"
"Mt Popolodio","1"
"Mt Rainier","1"
"Mt Rano","2"
"Mt Rich","1"
"Mt Ross Diamond Mine","1"
"Mt Rummage","1"
"Mt Sidney Dike","2"
"Mt Silverheels","1"
"Mt Stuart Granodiorite","2"
"Mt Veiw Mine","1"
"Mt. Achernar","317"
"Mt. Agung","1"
"Mt. Ajax","1"
"Mt. Aldaz","5"
"Mt. Allan Thomson","1"
"Mt. Analogue","13"
"Mt. Andrews","3"
"Mt. Angier","63"
"Mt. Angiers","13"
"Mt. Apatite","1"
"Mt. Apolotok","53"
"Mt. Apolotok area","2"
"Mt. Arbola, Formazza Valley","3"
"Mt. Archernar","1"
"Mt. Ash","13"
"Mt. Astor","5"
"Mt. Atwood","1"
"Mt. Augusta","13"
"Mt. Avers","74"
"Mt. Avers, east, Fosdick Mountains, Antarctica","1"
"Mt. Avers, East, Fosdick Mountains, Antarctica","2"
"Mt. Avers, West Dry Valley, Fosdick Mountains, Antarctica","4"
"Mt. Avers, West, Fosdick Mountains, Antarctica","9"
"Mt. Avers, West, Fosdick Mountains, Marie Byrd Land","1"
"Mt. Baker","15"
"Mt. Ballou","7"
"Mt. Banchetti","1"
"Mt. Barnes","3"
"Mt. Barsoum","25"
"Mt. Bastin Dist.","1"
"Mt. Beaudoin","37"
"Mt. Beazley","3"
"Mt. Benjamin","4"
"Mt. Benkert","1"
"Mt. Benoit","9"
"Mt. Berlin","25"
"Mt. Betty","1"
"Mt. Biggenden Mine","1"
"Mt. Bird","3"
"Mt. Bitgood","26"
"Mt. Bitgood, Fosdick Mountains, Antarctica","3"
"Mt. Bjaaland","8"
"Mt. Black","20"
"Mt. Black Mine","1"
"Mt. Black Prince","4"
"Mt. Blackburn","12"
"Mt. Blackwelder","2"
"Mt. Blades","2"
"Mt. Blanco","1"
"Mt. Blanco Deposit","3"
"Mt. Block","24"
"Mt. Bonnie Mine","11"
"Mt. Borcik","18"
"Mt. Boreas","1"
"Mt. Borgstrom","4"
"Mt. Bowers","84"
"Mt. Bowlin","7"
"Mt. Bowser","1"
"Mt. Boyd","54"
"Mt. Bragg","40"
"Mt. Bramhall","2"
"Mt. Brecher","1"
"Mt. Brennan","5"
"Mt. Bronk","1"
"Mt. Brooke","141"
"Mt. Brussilof mine","3"
"Mt. Brussilof Mine","4"
"Mt. Buckley","1"
"Mt. Bumstead","87"
"Mt. Burnham","7"
"Mt. Burrill","1"
"Mt. Butler","3"
"Mt. Butters","84"
"Mt. Byerly","7"
"Mt. Byrd","5"
"Mt. Camelot","23"
"Mt. Campleman","23"
"Mt. Canyon Mine","3"
"Mt. Carbone","15"
"Mt. Carbonne, Phillips Mountains, Antarctica","1"
"Mt. Carson","19"
"Mt. Cartwright","4"
"Mt. Cecily","28"
"Mt. Cerberus","1"
"Mt. Chapman","17"
"Mt. Charlotte Gold Mine","1"
"Mt. Chief Mine","1"
"Mt. Clund","2"
"Mt. Cobalt","3"
"Mt. Colombo","7"
"Mt. Con Mine","7"
"Mt. Con Mine, 4400 Level, State Vein","1"
"Mt. Con Mine, State Vein, 4400 Level","1"
"Mt. Cooper","3"
"Mt. Cope","1"
"Mt. Coulter","76"
"Mt. Counts","2"
"Mt. Cowart","14"
"Mt. Craven","1"
"Mt. Crean","5"
"Mt. Crockett","1"
"Mt. Cross","2"
"Mt. Cumming","9"
"Mt. Czegka","3"
"Mt. Darling","6"
"Mt. Dasinger","4"
"Mt. Dawson","1"
"Mt. Deakin","27"
"Mt. Dearborn","1"
"Mt. Deleon","108"
"Mt. Denauro","6"
"Mt. DeWitt or Allan Hills","1"
"Mt. Diablo Mine","17"
"Mt. Dick","18"
"Mt. Dickason","2"
"Mt. Dido","1"
"Mt. Discovery","160"
"Mt. Dockery","3"
"Mt. Dodge","5"
"Mt. Dolber","9"
"Mt. Doorly","3"
"Mt. Dort","3"
"Mt. Dover","67"
"Mt. Dowling","5"
"Mt. Dromedary","3"
"Mt. Durham","1"
"Mt. Durnford","6"
"Mt. Early","11"
"Mt. Edixon","1"
"Mt. Edwards","3"
"Mt. Ehrenspeck","16"
"Mt. Ejuanema Shaft","3"
"Mt. Electra","4"
"Mt. Elliot Mine","1"
"Mt. Ellis","6"
"Mt. Emily","19"
"Mt. Emison","4"
"Mt. Erebus","147"
"Mt. F.L Smith","2"
"Mt. Fairweather","150"
"Mt. Falconer","19"
"Mt. Falla","601"
"Mt. Farley","28"
"Mt. Fazio","67"
"Mt. Feather","39"
"Mt. Feeney","13"
"Mt. Feldkotter","52"
"Mt. Ferranto","27"
"Mt. Ferranto, Fosdick Mountains, Antarctica","2"
"Mt. Ferranto, North, Fosdick Mountains, Antarctica","1"
"Mt. Ferrara","15"
"Mt. Feury","6"
"Mt. Fidden Talc Mine","2"
"Mt. Fiedler","53"
"Mt. Finley","11"
"Mt. Fleming","30"
"Mt. Flint","2"
"Mt. Flora","191"
"Mt. Fordell","1"
"Mt. Frakes","14"
"Mt. Franke","18"
"Mt. Franklin","13"
"Mt. Freeman","1"
"Mt. Fridtjof Nansen","12"
"Mt. Frontz","1"
"Mt. Frustum","29"
"Mt. Galla","3"
"Mt. Gardiner","12"
"Mt. Garner","2"
"Mt. Geissel","1"
"Mt. Gerdel","7"
"Mt. Gester","5"
"Mt. Getz","12"
"Mt. Gilmour","8"
"Mt. Gjertsen","2"
"Mt. Glossopteris","132"
"Mt. Goodwin","1"
"Mt. Goorhigian","4"
"Mt. Gorecki","88"
"Mt. Graham","13"
"Mt. Gran","82"
"Mt. Greenlee","23"
"Mt. Gregory","10"
"Mt. Grey","1"
"Mt. Grier","3"
"Mt. Griffith","9"
"Mt. Gunner","1"
"Mt. Gunson Mine","7"
"Mt. Hamilton","128"
"Mt. Hampton","4"
"Mt. Harcourt","3"
"Mt. Harper","19"
"Mt. Hartigan","16"
"Mt. Hartkopf","1"
"Mt. Haven","16"
"Mt. Hawkes","96"
"Mt. Hawkins District","1"
"Mt. Hawthorne","1"
"Mt. Heekin","21"
"Mt. Heiser","1"
"Mt. Henderson","14"
"Mt. Hennessy","28"
"Mt. Henson","17"
"Mt. Hewson","31"
"Mt. Hobbs","64"
"Mt. Holdsworth","6"
"Mt. Holloway","40"
"Mt. Hope","14"
"Mt. Hope Mine","2"
"Mt. Hope; Teabo deposit","1"
"Mt. Howe","7"
"Mt. Huckaby","30"
"Mt. Ida","4"
"Mt. Inferno","4"
"Mt. Innes-Taylor","8"
"Mt. Iphigene","46"
"Mt. Iphigene, Fosdick Mountains, Antarctica","5"
"Mt. Iron Mine","1"
"Mt. Isa Mine","7"
"Mt. Isherwood","4"
"Mt. Jackson Mine","1"
"Mt. Jason","1"
"Mt. Jiracek","5"
"Mt. Johns","9"
"Mt. June","13"
"Mt. Justman","9"
"Mt. Kaschak","106"
"Mt. Kempe","3"
"Mt. Kenya","47"
"Mt. Kenyon","1"
"Mt. Kinet area","1"
"Mt. Kirkpatrick","235"
"Mt. Knocti Mine","1"
"Mt. Koob","4"
"Mt. Korsch","3"
"Mt. Kristensen","131"
"Mt. Kyffin","3"
"Mt. Langway","10"
"Mt. Lechner","230"
"Mt. LeSchack","4"
"Mt. Levick","2"
"Mt. Little","6"
"Mt. Llano","10"
"Mt. Lockhart","50"
"Mt. Lockhart, Fosdick Mountains, Antarctica","4"
"Mt. Loke","9"
"Mt. Loweth","13"
"Mt. Lugering","6"
"Mt. Lyell Mine","6"
"Mt. Lyell Open Cut","1"
"Mt. Lymburner","1"
"Mt. Macbain","1"
"Mt. Mackellar","122"
"Mt. Madison","123"
"Mt. Mahan","81"
"Mt. Malville","9"
"Mt. Manke","97"
"Mt. Marie Dump","1"
"Mt. Markham","10"
"Mt. Marshall","79"
"Mt. Masley","81"
"Mt. Matikonis","2"
"Mt. McClintock","1"
"Mt. McCoy","15"
"Mt. McCue","3"
"Mt. McKelvey","35"
"Mt. McKercher","2"
"Mt. McNaughton","4"
"Mt. Melbourne","16"
"Mt. Mica","9"
"Mt. Mica Mine","1"
"Mt. Miller","21"
"Mt. Mills","20"
"Mt. Moffat","10"
"Mt. Mongomery Mine","5"
"Mt. Montreuil","1"
"Mt. Montreuil area","1"
"Mt. Monzoni","1"
"Mt. Moody","2"
"Mt. Mooney","40"
"Mt. Moore","23"
"Mt. Morgan Mine","1"
"Mt. Moriarty","1"
"Mt. Morning","184"
"Mt. Morrison Pendant","4"
"Mt. Munson","3"
"Mt. Murchison","6"
"Mt. Nelson","7"
"Mt. Nervo","19"
"Mt. Nichols","41"
"Mt. Nickerson","1"
"Mt. Nilsen","12"
"Mt. Northhampton","15"
"Mt. Noville","1"
"Mt. Noxon","2"
"Mt. Nussbaum","2"
"Mt. Ojakangas","11"
"Mt. Oldenburg","1"
"Mt. Oliver","7"
"Mt. Orndorf","9"
"Mt. Orndorff","1"
"Mt. Ortell Volcanics","6"
"Mt. Ostenso","2"
"Mt. Paige","8"
"Mt. Paine","6"
"Mt. Pass Mine","1"
"Mt. Passel","1"
"Mt. Passell","1"
"Mt. Paterson","22"
"Mt. Patterson","1"
"Mt. Peak Mine","3"
"Mt. Pearson","5"
"Mt. Peddie","3"
"Mt. Peleus","5"
"Mt. Perkins","1"
"Mt. Petlock","71"
"Mt. Petras","44"
"Mt. Phelan","12"
"Mt. Picciotto","75"
"Mt. Pleasant deposit; Richard","2"
"Mt. Pleasant Mine","1"
"Mt. Pleasant Tin Mine, See 102 02","1"
"Mt. Pool","5"
"Mt. Powell","42"
"Mt. Pratt","29"
"Mt. Prince","11"
"Mt. Prior","2"
"Mt. Profeit","10"
"Mt. Przywitowski","2"
"Mt. Pukaki","1"
"Mt. Pulitzer","12"
"Mt. Quackenbush","1"
"Mt. Radlinski","2"
"Mt. Radspinner","2"
"Mt. Rainbow","9"
"Mt. Ralph","4"
"Mt. Ratliff","15"
"Mt. Razorback","47"
"Mt. Rea","3"
"Mt. Rees","2"
"Mt. Reid","1"
"Mt. Reid Mine","1"
"Mt. Reinhardt","1"
"Mt. Rich","17"
"Mt. Richardson","21"
"Mt. Rigby","3"
"Mt. Riley","2"
"Mt. Robert Scott","1"
"Mt. Roland","1"
"Mt. Ropar","4"
"Mt. Rosenthal","31"
"Mt. Rosenwald","150"
"Mt. Rosenwaold","50"
"Mt. Roth","1"
"Mt. Royalist","3"
"Mt. Rummage","2"
"Mt. Russell","2"
"Mt. Ruth","3"
"Mt. Salisbury","4"
"Mt. Saltonstall","10"
"Mt. Schlossbach","12"
"Mt. Schopf","300"
"Mt. Seebeck","1"
"Mt. Seelig","108"
"Mt. Shattuck","2"
"Mt. Shideler","5"
"Mt. Shinn","2"
"Mt. Short","19"
"Mt. Sidley","36"
"Mt. Simpson","1"
"Mt. Sinha","9"
"Mt. Sirius","61"
"Mt. Skinner","6"
"Mt. Sletten","1"
"Mt. Soyat","2"
"Mt. Spann","31"
"Mt. Spatz","2"
"Mt. Speed","17"
"Mt. Spohn","35"
"Mt. St. Helens","444"
"Mt. Staley","4"
"Mt. Stanley","2"
"Mt. Steere","8"
"Mt. Steinfeld","5"
"Mt. Stephens","299"
"Mt. Stonehouse","29"
"Mt. Strange","5"
"Mt. Suess","4"
"Mt. Suggs","2"
"Mt. Summerson","1"
"Mt. Sundbeck","8"
"Mt. Supernal","18"
"Mt. Swan","2"
"Mt. Tadpole","13"
"Mt. Takahe","179"
"Mt. Tambora","271"
"Mt. Tedrow","2"
"Mt. Theseus","2"
"Mt. Thor","8"
"Mt. Thorne","1"
"Mt. Tolchin","8"
"Mt. Tom Talc Prospect","1"
"Mt. Toogood","1"
"Mt. Torbert","41"
"Mt. Torry Mine","3"
"Mt. Tricouni","1"
"Mt. Tuatara","70"
"Mt. Tukotok","9"
"Mt. Ubique","17"
"Mt. Ulla","9"
"Mt. Ulmer","52"
"Mt. Usher","27"
"Mt. Valinski","8"
"Mt. Van Valkenburg","9"
"Mt. Vance","9"
"Mt. Vasuvius","569"
"Mt. Verlautz","9"
"Mt. Waesche","12"
"Mt. Walcott","33"
"Mt. Wanous","31"
"Mt. Warner","2"
"Mt. Warnke","66"
"Mt. Warren","3"
"Mt. Washburn","37"
"Mt. Wasko","8"
"Mt. Watson Prospect","1"
"Mt. Weaver","252"
"Mt. Webster","111"
"Mt. Weeks","50"
"Mt. Weems","35"
"Mt. Weir","27"
"Mt. Weller","1"
"Mt. Wendland","13"
"Mt. Wheeler Mine","2"
"Mt. Whitney","6"
"Mt. Wilbanks","3"
"Mt. Wilbur","9"
"Mt. Wild","13"
"Mt. Wisting","14"
"Mt. Woods","4"
"Mt. Woodward","2"
"Mt. Woollard","4"
"Mt. Works","2"
"Mt. Wrather","44"
"Mt. Wyatt","13"
"Mt. Wyatt Earp","12"
"Mt. Yarbrough","44"
"Mt. Young","1"
"Mt. Yuxporr","2"
"Mt. Zanuck","21"
"Mt. Zirzow","12"
"Mt., Pit No. 1","1"
"Mt.Aldaz","3"
"Mta. de la Fara","1"
"Mta. de los Cardillos","1"
"Mta. de los Muertos","2"
"Mta. de Prim","2"
"Mta. de Tisamar","1"
"Mta. del Cascajo","1"
"Mta. del Jable","1"
"Mta. Los Carriles","1"
"Mta. Quemada","1"
"Mta. Tacorón","1"
"Mta. Tanagiscaba","1"
"Mta. Tanganasoga","1"
"Mta. Tempárgena","1"
"Mta.de Orchilla","1"
"Mtamvuna River","2"
"Mtata River","2"
"Mtn. Chief Mine, No. 4 Tunnel","1"
"Mtn. Consolidated Mine","1"
"Mtn. Copper Mine","1"
"Mtn. Lake Mine","2"
"Mtn. Lake Mine (Near)","1"
"Mtn. View Mine","2"
"Mtwalume River","2"
"Muari","2"
"Muav Limestone","1"
"Mubwindi Swamp","7"
"Mud Hole Mine","1"
"Mud Hollow Mine","3"
"Mud Lake","19"
"Mud Mine","4"
"Mud Springs Ranch Mine (?)","3"
"Mud Zone, Sterling Hill Mine","2"
"Mud_Volcano","5"
"Muddy Creek","2"
"Muddy Creek Basin","6"
"Mudersbach Copper Mine","3"
"Mudersbach Mine","1"
"Muehlebuck Pb-Zn Vein","5"
"Muehlenbach Mine","1"
"Muffin","6"
"Mufulira Copper Mines","4"
"Muinaghan Mine","1"
"Muir Seamount.","1"
"Muju Columbite Mine","1"
"Mukinbudin Prospect","52"
"Mukojima","1"
"Mul-Kum Mine","1"
"Muldoon District","1"
"Mule Ear Diatreme","15"
"Mule Ear Diatreme, Low On Se Side","2"
"Mule Ear Diatreme, Se Side Of","36"
"Mule Ear Diatreme, Sw Of Main Peak","1"
"Mule Lake","3"
"Muli, Samoa","1"
"Mulinello Mine","2"
"Mulinsi Mountain","1"
"Mull Island","6"
"Mullally District","1"
"Mullens Lode","3"
"Mullet Island","6"
"Mumkeg Mine","1"
"Munchberger Gneismasse","1"
"Munden Mine","1"
"Mundo Nuevo mine","5"
"Mundt Quarry","1"
"Mundua","3"
"Muneco","1"
"Munson Quarry","1"
"Muntele Cucu","1"
"Mupine Mine","5"
"Mural-Le-Quaire Quarry","1"
"Murchie Mine","1"
"Murchison Antimony Mine","3"
"Murchison Quarry","1"
"Murk Lake","2"
"Murphy's Lake","1"
"Murphy Mine","1"
"Murray Basin","18"
"Murray Canyon","139"
"Murray Dyke Swarm","3"
"Murray Lake","1"
"Murray mine","2"
"Murray Mine","4"
"Murray Mine ?","1"
"Murray Seamount","2"
"Murry Mine","1"
"Mursi Basalt Plain","14"
"Murtaugh Peak","2"
"Murunda mine","1"
"Murunski Massif","1"
"Murunskii Massif","1"
"Musetti Quarry","1"
"Mush Valley, Ethiopia","2"
"Music Mine","1"
"Musick Mine","3"
"Muskiek Mine","1"
"Muskox Intrusion","37"
"Muskwa Lake Mine","1"
"Muso","4"
"Musoni Mine","1"
"Musonoi","2"
"Musonoi mine","1"
"Musonoi Mine","69"
"Musquodoboit Batholith","1"
"Mussau Trench","1"
"Musselburgh Rise Quarry","1"
"Musser Mine","1"
"Mussingbrod Creek","1"
"Mustang Claim","1"
"Mustard Mine","2"
"Mutch Mine","1"
"Mutel Peak","11"
"Mutnovsky","7"
"Mutzhagen Mine","1"
"MUZELLE","62"
"Muzo","1"
"Muzo mine","2"
"Muzo Mine","48"
"Muzo Mines","13"
"Muzzafar mine","1"
"Mw Claim","2"
"Mwami Mine Field","1"
"Myer Mine, Appalachian Ore Co., Main Pit","2"
"Myers And Bona Turquoise Mine","1"
"Myers Claim","1"
"Myers Falls","1"
"Mylar Mine","2"
"Myler Mine","18"
"Myojin Knoll","3"
"Myrtle Lake","2"
"Mystery Claim","1"
"Mystery Mine","2"
"Mystery Mine, Durango Vein","1"
"Mystery Sniffer Mine","5"
"Mystic River Quarry","5"
"Mystic River Quarry Ash Bed","1"
"Mzimkhula River","3"
"Mzimkhulwana River","2"
"Mzimvubu River","1"
"Mzongwana","1"
"N'Chwaning #1 Mine","1"
"N'Chwaning #2 mine","14"
"N'Chwaning #3 mine","1"
"N'Chwaning II mine","3"
"N'Chwaning II Mine","11"
"N'Chwaning III mine","4"
"N'Chwaning mine","3"
"N'Chwaning Mine","57"
"N'Chwaning Mine #2","9"
"N'Kana Mine","1"
"N-caldera-wall of Sete Cidades volcano, Sao Miguel","2"
"N-rim of Cabeco da Cruz, small scoria quarry","1"
"N-Rim of Grotoes, at the street to Piedade","1"
"N-S ridge","21"
"N-S Ridge","5"
"N - flank - rim, Sete Cidades volcano, Sao Miguel","3"
"N EPR","33"
"N Fiji Basin","10"
"N flank of Heck Seamount #4","1"
"N flank Terceira basin, dive 394","11"
"N Hirondelle Basin","12"
"N of Cabeco da Jurica, small quarry, 50 m in diameter","2"
"N of Casa da Ribeira (graben filling), Road junction 2-1 and 513, lava flow outcrop (~1.5m thick) ","1"
"N of Guide Canyon Shelf","1"
"N of Nishi-Shoho","1"
"N of Rapanui","1"
"N of Serreta rift","3"
"N of Xisto","5"
"N ridge of Joao de Castro","2"
"N. Chukchi Borderland","2"
"N. Emperor Seamounts","1"
"N. Guaymas Basin Black Smoker","2"
"N. Guaymas Black Smoker","3"
"N. Guaymas Bubble Plume","1"
"N. Guaymas El Faro","2"
"N. Guaymas Gemelos","1"
"N. Guaymas Graben Plume and Black Smoker ","6"
"N. Guaymas Ring Vent","6"
"N. Guaymas Ring Vent WP5","4"
"N. Hallack Mine","2"
"N. Halmahara","1"
"N. Mariana Basin","1"
"N. Mariana Forearc","4"
"N. Osborn Bank Cave","10"
"N. Philadelphia Mine","1"
"N. Shore Abrasive Co Quarry","1"
"N. Sumatra","2"
"N. Victoria Land","10"
"N. Victoria Land, Admiralty Mts.","1"
"N. Victoria Land, Victory Mts.","12"
"N.G. Mine","1"
"N.J. Zinc Company Jefferson City Mine","3"
"N.T.H. Mine","1"
"N.W. Tungsten Mine","3"
"n/a","23"
"N/A","58"
"N´Terceira","1"
"N1","2"
"NA","10"
"NA070-Seep","1"
"Nababeep Copper Mine","1"
"Nabesna - White River","5"
"Naches River","23"
"Nacilau Point?","1"
"Nacimiento Mine","1"
"Nadaleen Mountain","6"
"Nadeau Bluff","1"
"Nagai Island","14"
"Nagaki Mine","1"
"Naganobori Mine","1"
"Nagel Brothers Quarry","1"
"Nagel Reed Quarry","1"
"Nagpur District","3"
"Nahodri Quarry","2"
"Naica Mine","1"
"Naifeh Seamount","4"
"Naigani","2"
"Nain Intrusive","3"
"Naipa mine","1"
"Nairai","2"
"Nakanorichi Mine","1"
"Nakasa Mine","1"
"Nakase Mine","8"
"Nakauri Mine","5"
"Nakayama","1"
"Nakaye Mine","1"
"Nakaze Mine","3"
"Nakdong","2"
"Nakhlak Mine","3"
"Nakisl Mine","1"
"Nakomis Mine","3"
"Nallia Mine","1"
"Namakani Baio Quarry","1"
"Nambe Lake","1"
"Name","1"
"Name of the primary_location_type that you entered","3"
"Namenalala","1"
"Namherere Mine","1"
"Namib Mine #1","1"
"Namozine","1"
"Nampoana Quarry","2"
"Nanacy Hawks Mine","1"
"Nanaerxiang","2"
"Nanakuli Quarry","12"
"Nance Ridge","15"
"Nancy Hanks Mine","1"
"Nancy Hawks Mine","2"
"Nancy Mica Mine","4"
"Nancy Mine","1"
"Nancy Pond","1"
"Nandiburg Mine","1"
"Nandidurg Mine","1"
"Nanema Bismuth Mine","1"
"Nanersarpik ","4"
"Nangaroo Mine","4"
"Nanharihushuo","2"
"Nanirvo Mine","1"
"Nanisivik Mine","14"
"Nankaviel Granodiorite","2"
"Nannie Baird Mine","5"
"Nanny Goat Hill","1"
"Nansen","12"
"Nansori Highlands","1"
"Nant-y-Cagel","2"
"Nantycagal Mine","1"
"Nanushuk River","2"
"Nanuya-i-ra","1"
"Naos Island","1"
"Napa Consolidated Mine","1"
"Napak","6"
"Napalera Mine","1"
"Napier Complex > Zircon Point Pegmatite","1"
"Napiers Mine","1"
"NAR","3"
"Narage","1"
"Naraguta Tin Mines","8"
"Narciso Mine","1"
"Narcondam Island","2"
"Narcondum","12"
"Narcoochee Mine","6"
"Narooma Mine","2"
"Narragansett Bay","2"
"Narranganset Basin","24"
"Narrow","1"
"Narrow Gage Mine","1"
"Narugo","2"
"Naruko Mine","1"
"Narwhal","15"
"Narwhal Seamount, Walvis Ridge","2"
"Nasberg Mines","3"
"Nassau Mine","1"
"Nast Lake","1"
"Nast Mine","1"
"Nat. Bauxite Co.","1"
"Natalie Fields","1"
"Natas Mine","1"
"Nathan Hills","4"
"Nathurst Mine","1"
"National","8"
"National Bank Mine","1"
"National Bell Mine","7"
"National Belle","1"
"National Belle Mine","7"
"National Copper Mining Co., Tunnel Dump, E. Drift","1"
"National Graphite Mine","4"
"National kimberlite","2"
"National Kimberlite","2"
"National Lead Co. Mine","2"
"National Lead Company","2"
"National Mine","26"
"National Pipe","15"
"National Red Slate Brothers Quarry","2"
"National Red Slate Co Quarry","1"
"National Tungsten And Silver Company Mine","1"
"National Tunnel","1"
"Native Missourian No 2","1"
"natsui","1"
"Natsume Mine","3"
"Naturaliste Plateau","11"
"Naukwell Quarry","1"
"Naus Mine","1"
"Nautahala Marble & Talc Co","5"
"Nautilous","3"
"Nautilus Basin","24"
"Nautilus Spur","33"
"Navajas Dist","1"
"Navajo Volcanic Field","420"
"Navajo Volcanic Field, Minette diatreme","10"
"Navassa Island","1"
"Navegador mine","1"
"Navegadora mine","1"
"Navidad mine","1"
"Navidad Mine","4"
"Navigator Nunatak","5"
"Nawiliwili Bay","1"
"Naybob Mine","1"
"Naylor-Vanderberg Mine","1"
"Nazária quarry","6"
"Nazca Ridge","1"
"Nchanga Mine","1"
"Nd Cone","1"
"Ndora Mine","1"
"NE-SW trending ridge","1"
"NE end of BaÃ­a da Salga, three lava flows each 2m thick, AZT-03-105 top flow to AZT-03-107 basement flow, AZT-03-105 like -103, -106 like 104, and 107 like 104","3"
"NE flank of Joao de Castro","3"
"Ne Flank Of San Rafael Swell","1"
"NE of Antonio, approx. 350 m E of Ponta dos Biscoitos, lava outcrop at coastline","1"
"NE of Capitao, At Road 1-2, lava flow outcrop (~1.5 m thick)","1"
"NE of Rapanui","1"
"NE of Serreta","4"
"Ne Plus Ultra Mine","1"
"NE shore of Bell Island","1"
"NE´ Formigaz Bank","4"
"Nea Kameni","4"
"Neale Mine","1"
"near Adelaide mine","1"
"Near Graton Maillenchets Prospect","1"
"Near Head Lease","1"
"near hrafntinnahraun crater","1"
"near Koheo Point","1"
"Near La Panchita Mine","1"
"Near Montgomery-Shoshone Shaft","1"
"Near parking spot Punta Potanemo","1"
"Near Road Pit","2"
"Near Sonoras District","1"
"near Toluca","2"
"Neblina Massif","14"
"Nebraska Mine","1"
"Necco","6"
"Necker","1"
"Necker Island","19"
"Nedlukseaq Fjord headland","6"
"Needle Mountain","12"
"Needle Mountains","4"
"Needle Mts","204"
"Needles Claim","1"
"Needles Mining Co., Gustavus Claim","1"
"Negash syncline north of Mekelle","1"
"Negaunee Mine","1"
"Negev desert","1"
"Neglect Claim","1"
"Neglected Mine","1"
"Negra Mine","1"
"Negro, Cerro","15"
"Negus Mines","1"
"Nehalem bank","2"
"Nehalem River","4"
"Nehalem_Bank","2"
"Neichi Mine","2"
"Neighbours Manganese Mine","1"
"Neil Prospect (W. Cut)","1"
"Neilson Mine","1"
"Neith Nunatak","19"
"Neiva Basin","12"
"Nejapa","34"
"Neko Harbor","2"
"Nekree Hill Quarry","1"
"Nellie S. Mine","1"
"Nellies Mine","1"
"Nello L Teer Neverson Quarry","1"
"Nello L Teer Princeton Quarry","1"
"Nello Teer Quarry","30"
"Nelly Bly Mine","1"
"NELSC","15"
"Nelson Island","2"
"Nelson Lake","2"
"Nelson Mine","2"
"Nelson Peak","77"
"Nelson Point No. 1 Mine","3"
"Nelson Prospect","3"
"Nelson Quarry","1"
"Nelson Russell Mine","1"
"Nelsons Quarry","1"
"Nena Mine","1"
"Nend Quarry","4"
"Nenthead Mine","2"
"Nentsberry Haggs Mine","1"
"Nentsberry Mine","1"
"Neodesha Mine","7"
"Nepal Peak","1"
"Nepaug River","1"
"Nepean Mine","4"
"Nepper Mine","2"
"NEPR","18"
"Nepsedek Lake, Davis Lake pluton","1"
"Neptune Claim","1"
"Neptune Mine","8"
"Neptune Nunataks","6"
"Nerumaq","96"
"Nesbitt Spodumene Dike","2"
"Nesperse Mine","1"
"Netelio Mine","1"
"Netherlands & Bradley","1"
"Nettie Mine","1"
"Nettie Morgan Mine","1"
"Neuburg Peak","225"
"Neuconstanz Mine","1"
"Neue Hardt Mine","3"
"Neue Helene Mine","2"
"Neue Hoffnung Mine","1"
"Neuer Morgenstern Mine","2"
"Neugleuk Mine","4"
"Neuhilfe Mine","5"
"Neuhof Ellers Mine","4"
"Neuquen Basin","28"
"Neuschwaben Mine","1"
"Nevada Central Mine","2"
"Nevada Cinnabar Mine","3"
"Nevada Cinnabar Mine (Ridge Top Ssw Of)","1"
"Nevada Cinnabar Mine (Slope East Of)","1"
"Nevada Cinnabar Mine, Main Tunnel","1"
"Nevada Cinnabar Mine, Open Cut","3"
"Nevada City","11"
"Nevada City Mine","9"
"Nevada Consolidated Mine","1"
"Nevada Del Huila Mine","1"
"Nevada Eagle Mine","2"
"Nevada Mine","4"
"Nevada Rand Mine","1"
"Nevada Sulfur Co.","1"
"Nevada Tungsten Co. Claims","2"
"Nevada Tungsten Mine","1"
"Nevado de Toluca","29"
